id,fire_var,interc,slope,slope_cimin,slope_cimax,slope_sig
307.0,log_burned_area_n,-28.492200626577198,0.0117726354980284,-0.018967541925887288,0.04251281292194409,False
307.0,log_number_fires_n,-42.20616274451379,0.019072172360391382,-0.005395776552938245,0.043540121273721005,False
307.0,log_size_q50,33.06387509695591,-0.017474791668043797,-0.03304217830544624,-0.0019074050306413515,True
307.0,log_size_q99,-19.244727669529105,0.009992030669555656,-0.016681621698354174,0.03666568303746549,False
307.0,season_q50s_rel,34.81809044086188,-0.014679052875034623,-0.02356311354963201,-0.005794992200437237,True
308.0,log_burned_area_n,35.94166297869761,-0.019840118100648386,-0.04263798166672339,0.0029577454654266186,False
308.0,log_number_fires_n,37.778197881339686,-0.02033107617349851,-0.03870615058318903,-0.001956001763807988,True
308.0,log_size_q50,16.5699124311909,-0.0093294635324138,-0.01883054592022424,0.0001716188553966408,False
308.0,log_size_q99,-15.168751389893991,0.008363619874007529,-0.01506094629399532,0.03178818604201038,False
308.0,season_q50s_rel,7.845590773313404,-0.0012086310901720937,-0.012900645442520654,0.010483383262176467,False
309.0,log_burned_area_n,-28.50029620239427,0.012535164149083478,-0.011091611010012043,0.036161939308179,False
309.0,log_number_fires_n,6.336273594603355,-0.004659579772868842,-0.02128286376628666,0.011963704220548977,False
309.0,log_size_q50,22.272282211292357,-0.012111190540093159,-0.024294026841493715,7.164576130739772e-05,False
309.0,log_size_q99,-38.73618867974406,0.020365634930409666,-0.0026729713898134104,0.04340424125063275,False
309.0,season_q50s_rel,16.9600797819801,-0.005763960472737625,-0.02873579544018913,0.01720787449471388,False
395.0,log_burned_area_n,-13.60405957562729,0.0016499336612506021,-0.0034111896477863864,0.006711056970287591,False
395.0,log_number_fires_n,-6.985584260530608,8.053999140066742e-05,6.683477231209357e-05,9.424521048924127e-05,True
395.0,log_size_q50,-6.618475315096688,0.0015693936698499451,-0.0034956837606625185,0.006634471100362409,False
395.0,log_size_q99,-6.618475315096688,0.0015693936698499451,-0.0034956837606625185,0.006634471100362409,False
395.0,season_q50s_rel,15.411705085552,-0.004983411633436175,-0.010784041159310045,0.0008172178924376952,False
396.0,log_burned_area_n,-9.744161712468184,0.0004434376985917865,-0.0290462396873497,0.029933115084533272,False
396.0,log_number_fires_n,3.223912654653006,-0.004712667369685657,-0.022870528194728394,0.01344519345535708,False
396.0,log_size_q50,-4.704595541713594,0.0010132139196056544,-0.017394732057884464,0.019421159897095773,False
396.0,log_size_q99,-6.126853736250954,0.0018660899932161183,-0.021395094762024457,0.025127274748456694,False
396.0,season_q50s_rel,3.442710680896333,0.0009855153111339027,-0.0064290048346299575,0.008400035456897763,False
397.0,log_burned_area_n,-94.25944640808144,0.04447335900410315,0.014298283938459336,0.07464843406974697,True
397.0,log_number_fires_n,-61.33998564608204,0.028764000912192094,0.008433661507313051,0.04909434031707113,True
397.0,log_size_q50,9.187193824136124,-0.00573129782047521,-0.015710043804259687,0.004247448163309268,False
397.0,log_size_q99,-93.9115278302576,0.047105173397486724,0.019908752220437313,0.07430159457453614,True
397.0,season_q50s_rel,5.102814268090306,0.0002060881412400302,-0.017220042750378563,0.017632219032858623,False
398.0,log_burned_area_n,-37.32707258973707,0.016780733223265072,-0.007754842016994955,0.0413163084635251,False
398.0,log_number_fires_n,-3.828249506400418,0.0005861551556530613,-0.019468724902512037,0.02064103521381816,False
398.0,log_size_q50,-17.69513419647342,0.007737736853348942,0.0006684400066554073,0.014807033700042476,True
398.0,log_size_q99,-54.862435179236044,0.027961948732793302,0.005453208914424693,0.05047068855116191,True
398.0,season_q50s_rel,-7.112052583219679,0.006239522547105612,-0.003835000863487141,0.016314045957698364,False
399.0,log_burned_area_n,-70.57224125618998,0.03334024658165198,0.008760986906122294,0.05791950625718167,True
399.0,log_number_fires_n,-3.795089075363972,0.000508372748862845,-0.022612646048128363,0.023629391545854056,False
399.0,log_size_q50,-32.947794221665234,0.015339814879257969,0.0063486871327928344,0.024330942625723103,True
399.0,log_size_q99,-98.093643693812,0.049581075031975244,0.02908197222774431,0.07008017783620618,True
399.0,season_q50s_rel,-1.3789105791011949,0.00330889475647992,-0.009659201707085474,0.016276991220045313,False
484.0,log_burned_area_n,20.540206645145886,-0.01533622460967319,-0.033627900490639545,0.002955451271293163,False
484.0,log_number_fires_n,4.409548201910226,-0.005575586536205934,-0.01414931204216385,0.002998138969751981,False
484.0,log_size_q50,15.270990896594189,-0.009335506512862315,-0.018574936887843098,-9.607613788153134e-05,True
484.0,log_size_q99,23.184661973873354,-0.013265411378532514,-0.027409140123163166,0.0008783173660981379,False
484.0,season_q50s_rel,11.958632841904553,-0.003252201659707861,-0.009651188761104277,0.0031467854416885547,False
485.0,log_burned_area_n,-185.20749192589693,0.08917527986930848,0.0502377201238898,0.12811283961472716,True
485.0,log_number_fires_n,-93.12014412795317,0.0439596284936609,0.019590547356400263,0.06832870963092152,True
485.0,log_size_q50,-60.69132948592748,0.029247460539594546,0.007555201411800251,0.05093971966738884,True
485.0,log_size_q99,-151.28611005181534,0.07529256179536428,0.041218169371750234,0.10936695421897832,True
485.0,season_q50s_rel,8.167135390521516,-0.001330837261461281,-0.007161093258472005,0.004499418735549443,False
486.0,log_burned_area_n,-45.55977829325463,0.019981407718377857,-0.020287166339684012,0.060249981776439726,False
486.0,log_number_fires_n,-13.926237699723366,0.0049754285372595256,-0.02152491056016473,0.03147576763468378,False
486.0,log_size_q50,-8.138690773813217,0.0029149923618065725,-0.0073389663354803,0.013168951059093445,False
