prop.correct.class,clust_id
0.037037037037037035,1
0.6897727272727273,2
0,3
0.47770700636942676,4
0.6558823529411765,5
0.5250737463126843,6
0.4538834951456311,7
0.7219730941704036,8
0.7621951219512195,9
0.494949494949495,10
