id,clust_5,LD1,LD2,LD3,LD4
307,1,1.4536438132528025,0.6515980190980682,0.22180366748688957,-2.225156300406304
308,1,0.9998029881341595,0.42616519256170277,0.19073744480501803,-1.6904082221749985
309,1,0.6653215280455901,1.178121275442105,0.576349522371019,-1.2851055183048152
395,1,2.982040189300879,1.9891778531739193,0.08104511179108553,-1.3184980625791072
396,1,2.298836531020584,1.648286760125303,0.05564204098862631,-1.3520348542439997
397,1,1.3015933556268242,1.2241518208461994,-0.07134786058134464,-1.475815786067052
398,1,-0.38236709019583903,0.6133355703754135,0.37444842306981435,-0.41452927716735943
399,1,-0.1640137925585414,0.7466173843519095,0.6246123507514125,-2.0294787263155953
484,1,2.265539572908965,1.4402202222770315,0.1697272335216095,-1.5719078914903224
485,1,1.9985175004241549,1.3838479548675737,0.0624733127123555,-1.036347394865296
486,1,1.4701001806739604,1.2372279104376545,-0.12229556163766457,-0.7788512533432835
487,1,1.76666384233927,0.8200710582337135,-0.3713193228996154,-1.5668101421306002
488,1,1.4855237592149488,1.9192722073824358,0.33835030789168313,-1.5476723300348765
489,1,0.9248782008725533,1.4685779955512837,0.12040886428536868,-1.773029349375857
490,1,-0.004259829691416278,1.238342856605245,0.8178819682702956,-1.4174846266994559
491,1,-0.08617603393717106,0.14099678009615058,-0.04914885079307627,-2.524400664698245
573,1,2.7386056199171356,1.418552896626364,-0.3215035147798379,-2.0376366550451346
574,1,2.7407749509127606,1.7161315953522478,-0.3363336545450033,-1.3952198073873894
575,1,3.0755032791024557,1.670737091021779,-0.22853447009666034,-1.2173992550248682
576,1,2.998536875837347,1.5313923275524428,-0.4017677287263387,-1.367815549550902
577,1,2.705122394767881,2.273281188283031,-0.16029013146928892,-1.295164902357148
578,1,2.718840574188967,2.3882327511785304,-0.23652433108741838,-1.13335001018177
579,1,2.491714743244318,2.9207594344762895,-0.06081970605139955,-0.8236773631465674
580,1,0.6265932912565512,1.731065939055247,0.549241314415546,-0.5779011213528266
581,1,0.9574927446875711,0.8978208043280164,0.001467792950761271,-1.9518325660507059
582,1,0.3972062992268234,-0.3270050966416569,1.198332043580266,-1.5116022832668652
583,1,0.24764630504150825,-0.7505729389772368,0.8929572710420747,-1.186778518634327
662,1,2.5270473426561275,1.6096508362650235,-0.09810466323332406,-1.841617277951547
663,1,3.0765187932233755,1.5065741608876673,-0.4053524237180776,-1.4143972644648086
664,1,2.9630784522827103,1.315386036729621,-0.18190134888363227,-1.137609771824839
665,1,3.047086515633273,1.9507313348654842,-0.07471519036154962,-0.9296730759121118
666,1,2.919810731433294,2.1112150799410947,-0.017766021865716106,-1.0337692980304718
667,1,1.576844189479241,1.3782885195975483,0.4528374605192952,-0.9835489733722973
668,1,-0.28520983057610727,0.8034708142272806,1.1104730567532037,-1.0715850455935525
669,1,-0.33499639147182153,1.087454117208046,1.1406256370843928,-0.3786290359810184
670,1,0.3095687287059124,1.9151575673822039,1.1931391213672966,-0.4455193356688239
671,1,0.14924086208479304,2.068109335940337,1.1110377757454666,-0.13578727347001598
672,1,0.3717700744823607,2.0327910487759873,0.7028739213559884,-0.8893489469983734
673,1,0.816406575710592,-0.18009078807688983,0.5058856205707576,-2.211875167717462
751,1,2.072635720385222,0.976041084174484,-0.18550015017190571,-2.3839653073660725
752,1,3.175803382831872,1.529359808163766,-0.08254731349666829,-0.8776082312634407
753,1,3.1220752299843606,1.7426744243083077,-0.05961893671327569,-0.9658014773750562
754,1,2.658830582319255,1.5589362234077802,0.14394691116409924,-1.0848154751576302
755,1,1.7253482678321166,1.1906499261256425,0.4091237105843373,-0.9247496942688997
756,1,0.6009457969340533,0.8126272860237427,0.8291762529273853,-1.0312104031938818
757,1,-0.9617428301954385,0.7112358462454924,1.7867047078726863,-0.6410885796043616
758,1,-0.9816465218210034,0.8182171713469126,1.664667498845616,-0.3223563236470321
759,1,-0.06956077556812434,1.7076206235252651,1.4525136959759268,-0.7805522083565635
760,1,1.312977236663439,2.4545032107273084,0.5664332450724201,-0.6013756423740613
