env_vars,LD1,LD2
log_popdens,0.14287303052660008,1.0945192050809052
log_lstkdens,0.5086924008248304,-0.2678883144791118
sqrt_anthropic,0.532564653615392,-0.2443634471379605
mean_temp,-0.35645932968812327,0.1340213735788837
mean_prec_ds,0.6833582288241244,-0.06704106597229818
mean_peak_ds,0.09198508647341339,0.5975614062670834
