prop.correct.class,clust_id
0.6337625178826896,1
0,2
0,3
0.46557377049180326,4
0.4457831325301205,5
0.7176470588235294,6
0.6954314720812182,7
0.6328413284132841,8
0,9
0.680672268907563,10
0.6242774566473989,11
0,12
