env_vars,LD1,LD2
log_popdens,0.18103852561925526,1.0462953912028234
log_lstkdens,-0.10805972991806978,0.5298330870197069
sqrt_anthropic,-0.9714997766193239,-0.6706679223712582
log_anthropic_delta,0.617169324810654,-0.03701102739457124
patch_density,-0.05846324171892641,-0.17036304767953003
