env_vars,LD1,LD2,LD3,LD4,LD5,LD6
log_popdens,-0.24415279165381626,-1.227466336127709,-1.0730966076774924,0.6363609052245858,0.5677998919826391,0.16402920928103681
log_lstkdens,0.6048096465601267,-0.19737571657815856,0.5956203095954438,-0.55016946087967,-1.5425880500529154,-0.9519952687601311
sqrt_anthropic,0.6766899223390863,0.28331490551985156,-0.03052777892605668,0.1488877861297443,0.49724662771826694,1.6530290349367074
mean_temp,-0.7123867739283909,-0.6506424579363783,0.47042474014745594,0.9603310905763864,-0.20870074204696598,0.7799755984556217
mean_prec_ds,0.4876711460895816,-0.3627840707825032,0.8183638839953931,0.47587946587523844,0.7100563792425383,-0.21760734543478313
mean_peak_ds,-0.10412056209168949,-0.4876217188838127,0.2218651693997359,-1.0562510241145628,0.4181235119847522,0.2486219986983404
