prop.correct.class,clust_id
0.4074074074074074,1
0.43454038997214484,2
0.4444444444444444,3
0.6114649681528662,4
0.7529411764705882,5
0.6843657817109144,6
0.7216890595009597,7
0.5631067961165048,8
0.5874439461883408,9
0.8344827586206897,10
0.030303030303030304,11
0,12
