id,clust_4,LD1,LD2,LD3
307,1,-0.21813353134636163,2.0541115178932916,0.8505672982172519
308,2,-0.25839052492036946,1.7620879125575404,0.7290977035600583
309,2,0.2900726128896957,1.8473777695193334,0.8170393658410846
395,1,-0.03691559886266497,2.27004780365253,0.814209877726846
396,1,-0.08605674545042144,2.0838828415968544,0.940503987196468
397,1,0.05683944637675128,1.8836662778656497,0.9233972341683507
398,2,0.6049793742668993,1.7865116644843069,0.9656326856050896
399,2,0.2920276182116229,2.0407423432321767,0.7482617618340789
484,1,-0.37311439106927485,2.2181768554263175,0.8038176142997511
485,1,0.4818348961414299,2.154147728324377,0.6743968852931985
486,1,0.8132096805962779,1.9724211045571554,0.9716343851258701
487,1,0.8581356617422248,1.9265693681394058,0.8194385751795653
488,1,0.4163684760724196,2.055020053251446,1.0685583396928746
489,2,0.4877879858093827,1.716284661780365,1.2627621581610335
490,2,0.6644147213860974,1.4150908600299854,1.2097454813089465
491,2,0.2630931702641831,1.1134350856750983,1.0653506404558428
573,1,0.07901635297013918,2.0554493134400067,1.0061739402229128
574,1,0.33612115747636256,1.9203635308900426,0.9724235234235857
575,1,0.5495028371079708,1.7688865589049683,1.0596064336805493
576,1,0.7154748704640553,2.1961491232501644,0.5204157079833716
577,1,0.21531546833541335,2.1198784166215736,0.9313114015955053
578,1,0.31822038335108466,1.8688256910585332,1.0414328829022115
579,2,0.5239392808247375,1.7141827324173318,1.2521230235193972
580,2,0.41463735539536856,1.4111782613093586,1.1027073961018923
581,2,-0.3311034975694933,0.7966951269013712,0.7648111149178514
582,2,0.3498052754219356,-0.40553963173269786,1.2977043599675266
583,2,0.26497351485417,-0.5234955815567619,0.9608522163767953
662,1,-0.2336003902475913,2.0481459256901684,1.152834514800411
663,1,0.1433774115697027,2.0720249110931332,0.9237500475424331
664,1,0.3499444519294477,1.8504171955074178,0.9592451077217727
665,1,0.18238562469753736,2.1434870863542343,0.9129978382213976
666,1,0.025845348976485685,2.1191141434335448,1.1194355103457534
667,1,0.3054606209725128,1.7390813789850115,1.1203284943509333
668,2,0.26896051328938886,1.3839776976363884,1.115851518644485
669,2,0.09667381613081524,1.208302200287345,0.9761213573273205
670,2,0.31072438565331245,1.062354914955942,0.79965710319245
671,2,0.727476584630878,0.2330918046703806,1.0239942869164085
672,2,0.5435521740178447,0.07894031786866895,0.8879705490992655
673,2,0.4131821263810062,-0.5300329678808262,1.2204916693806274
751,1,0.1453877692332791,2.133545778802194,1.1746869101082356
752,1,-0.01117217032862353,2.281966635659834,0.8554004922510373
753,1,0.05845023768712607,2.0723870885999465,1.0604700783355487
754,1,0.26542293760568697,2.319092999042305,0.9434005295376758
755,1,-0.11379735865284438,2.2445197289812167,1.0907888795216598
756,2,0.0749282226467963,1.7884121819648138,1.0108829555486818
757,2,0.12157539857101027,1.240212665708212,1.1131676109339423
758,2,0.032802639834587595,1.4130827503838683,0.38327306507382686
759,2,0.12685224350463306,1.063726995042671,0.6504510263412822
760,2,0.4299882474388977,0.5718803685923974,0.5142055730531585
761,2,0.35845807911365524,0.30036154367109835,0.8592356979012008
762,2,0.39858256738425274,-0.19852933576573598,1.1966940619138344
763,2,0.3754221156855879,-0.4238134113076859,0.51567928940557
841,1,-0.014390945111598694,2.1123005103892374,0.6967932862580114
842,1,0.2898640271894816,2.2519442922076736,0.7478745454142591
843,1,0.6859677801031291,2.2770942604746782,1.2005835689911555
844,2,0.16748995138175368,2.1088247408572123,1.1290773508903789
845,2,-0.357698103744243,1.8015799686216447,0.8592429677937299
846,2,0.08232651588116477,1.2407376401145336,1.1331997224287806
847,2,0.05411292995525922,1.9172115203655666,-0.32568171067163454
848,2,0.21351588732228682,1.3821227994518774,0.26794291954010885
849,2,0.8565612004169769,1.2100324231761026,0.014634772965617993
850,2,0.9415061333194058,0.9424411402070894,0.3291961656295258
851,2,0.5301350009421806,0.8024945675009205,0.3713510829349671
852,2,0.8245220836847326,-0.004276907050647982,0.46264603376145585
929,1,-0.5023317931156864,1.7783133397067368,0.9282050899336309
930,1,-0.051444516972300694,1.4996016466475202,1.0394008290142653
931,1,0.3372248014816539,1.87562745033415,0.8316719915162265
932,2,0.1733217087626335,2.275060630355278,0.9733950937988356
933,2,0.2742102036340049,2.1716916453319133,0.9454555576448339
934,2,0.4121194109914282,1.8819574831832713,0.6995576063294267
935,2,0.23477510027692525,1.7351784504899803,0.6818349588845487
936,2,0.8418960005053068,1.7289178743682407,0.3581701783775125
937,2,0.44920101196197554,1.681559656364231,0.35483029535270694
938,2,0.8195280204961619,1.8339515960482888,-0.12874913155219847
939,2,1.0028404193199074,1.762304816452392,0.22212083431719032
940,2,0.6061877956589633,1.4284590254313174,0.5032864811887842
941,2,0.9368519915497299,0.6254407980804579,0.3547392789965117
1020,1,-0.41036514054566353,1.640278552785125,0.8912980516729243
1021,2,0.11052600843431457,2.093750970160521,0.9790176806724502
1022,2,-0.2697474678920414,1.9471246330062701,0.9869078717491313
1023,2,0.24106558086387173,1.6976529408472505,0.8951758320325094
1024,2,0.5824332655255685,1.6819942515199502,0.5314766781211913
1025,2,0.6895459906835403,1.8489101268179273,0.3289807383130732
1026,2,0.49958557458816927,1.8897285149872751,0.31092890685560937
1027,2,0.5988426596183108,2.097740439498462,0.17943301383577093
1028,2,0.9704423574642198,2.303082419629319,0.4123782626390067
1029,2,1.0458917280614095,1.7891700014757266,0.12098446267027474
1030,2,0.8080688864212205,1.0737243967134618,-0.28930414059853965
1109,1,-0.6004432171867898,1.4791466066144037,0.8474126070123317
1110,2,0.16373776452323038,1.794413419391211,1.0550504929196134
1111,2,-0.1157043071710541,1.7822602545275459,1.0577481259517407
1112,2,-0.04877446478436745,1.6181806063436746,1.0336433927706057
1113,2,0.18561847608754298,1.5524052461283995,0.7335588362205783
1114,2,-0.17447928845715083,1.954726069097815,0.31071594589422324
1115,2,0.3743759243033313,2.026958198473867,0.36440784853275665
1116,2,0.32409176250051003,2.2286878802516377,0.5360119649395729
1117,2,0.35702264062581573,2.3981343914873117,0.10062512551078417
1118,2,0.6324103976188058,1.688609917732435,-0.25765137812599925
1198,1,-0.33057403619798864,1.2441245013181716,1.1721506322142694
1199,1,-0.07590023652760637,1.5300072615162472,1.030791321385934
1200,2,0.3878022887627778,1.6424331222259672,1.1461890498412612
1201,2,0.05176422053080407,1.8936459917984505,0.9359778547400844
1202,2,-0.3090044782929224,1.819698406087726,0.9058778270070662
1203,2,-0.1607575488868779,1.8023203992026677,0.7908005122158654
1204,2,0.0205023469333952,2.0799304014344315,0.38991066135755115
1205,2,0.33875199453687405,2.5275311691567333,0.4506212538442331
1211,2,0.9006570240088785,-0.9765184105230882,-0.10974567549256786
1212,2,1.0645835178473013,-1.0601838648166524,-0.32017870161105433
1213,2,1.1126286452579741,-1.0298238361664467,-0.4821463551871653
1214,2,1.2901970164554495,-1.0263313939862204,-0.587531909070678
1290,2,0.08517038761514359,2.251803627510653,1.0376020548810554
