env_vars,LD1,LD2,LD3,LD4,LD5
log_popdens,0.30221698141730347,1.2027584036109695,-0.3226811028692133,0.2939802307751924,-0.26891397205881074
log_lstkdens,-0.29483953445823236,-0.5012300050053592,-1.2726472560454394,0.10683534713942769,0.5776818723715058
sqrt_anthropic,-0.9957595972967934,-0.05179536610216706,0.9577306263958412,0.7181621592130193,-0.42979916858860767
log_anthropic_delta,0.5824872292113392,-0.08519197258923086,0.05265435103242874,0.844217801923568,0.5396371073874499
patch_density,-0.0911113197701346,0.27400607096981106,0.48194284556008943,-0.5936224520837649,0.8637286800737592
