env_vars,LD1,LD2,LD3
sqrt_anthropic,1.4534341676518785,-0.5907691673214635,-0.11899181886814902
patch_density,-0.16760608261822912,1.0094856189360562,0.9222149341355774
log1_TRI_q50,0.0658641123900493,0.4338593742792557,-0.9849884362079617
elevation_q50,-0.01155521889822736,-0.11396187988258974,-0.24735357083381548
