id,clust_4,LD1,LD2,LD3
307,1,-1.6953866386356617,0.07599550667018606,0.7773476145851006
308,2,-1.8223826811561519,-0.48684137146012657,1.2840367617578536
309,2,-2.0282382186796397,-0.45258060263829925,0.6555473081668541
395,1,-2.789149660243122,0.05579606208074206,1.0214787278751396
396,1,-2.1692602620893253,-0.1293687059730939,1.1969625980671506
397,1,-2.153633574294208,-0.21396403604725267,0.8482728737574305
398,2,-1.5455146820121413,-1.1512572503664575,-0.13723537292075216
399,2,-2.0274214956821828,-1.0541143775505635,0.35499129937604124
484,1,-3.963329674506529,-1.7455092694519267,1.5789506414658667
485,1,-3.1542610375306075,-0.7150341390711763,1.0666473275259323
486,1,-2.329530976144947,-0.3004581774327071,0.8115069285250945
487,1,-2.327554104259731,-1.0314060419937818,1.1519949285137334
488,1,-2.5374186334021696,-0.9469836718956824,1.2908896791956155
489,2,-2.21361656770937,-1.3570789544191049,1.0034627902003228
490,2,-2.2359198900534794,-1.4578783772421235,0.33634984213732555
491,2,-1.9191271414477429,-1.8680516296265042,0.3844501875841493
573,1,-4.38825224696117,-1.414524271700792,1.3717354817467817
574,1,-4.385615567995513,-1.2658187246722483,1.2379533610220812
575,1,-2.8104479615705094,-0.6070741123564232,1.0509067825956442
576,1,-2.753291584399303,-0.578011886043684,1.013253567541319
577,1,-2.7313150688314756,-0.6735437061746384,1.1050946261777135
578,1,-2.789079958098883,-0.5679888223460027,1.0224746928301665
579,2,-2.7605651806539564,-0.597134962402394,1.042081193081025
580,2,-2.1924906985767127,-1.2164840010399125,0.8919178167642714
581,2,-2.059893961778847,-1.578249194061764,0.9460057451437586
582,2,-1.5492393187984497,-2.8946492874690604,-0.6806618725773209
583,2,-1.1119639948072768,-1.514959355592394,-1.709734971734163
662,1,-4.3546269651120975,-1.4839916121458367,1.3277450654100345
663,1,-4.348055132833686,-1.1374804727623309,1.1650794756776732
664,1,-2.8269486297118296,-0.5335333941018395,0.9769769486697265
665,1,-2.814488158689135,-0.5411394239528369,1.000538921001572
666,1,-2.757901267650298,-0.6467956224298531,1.0983185230566541
667,1,-2.515935818039619,-0.930066423746095,1.0177442017340566
668,2,-1.9206609502396053,-1.669593769772777,0.148578003508044
669,2,-1.9360742431874434,-1.872565736126911,-0.19915439279451674
670,2,-2.060884067717861,-1.6930462719166153,-0.05452339075753099
671,2,-1.3859216974234452,-1.1532241887462633,0.9547032652907261
672,2,-0.4404368951497174,-0.6721584440789052,0.6001683733125609
673,2,-0.11444589532924032,-1.4955353339121833,-0.05473929769608943
751,1,-4.369691961969136,-1.4648780293923283,1.314268343945026
752,1,-3.8267963543339363,-0.9303076404551552,1.0516798229319286
753,1,-2.8371841070501755,-0.5754124717191462,1.0182091860539701
754,1,-2.8635273830693486,-0.6308880432307565,1.0701221571733752
755,1,-2.73033641390305,-0.788489694810632,1.0629742493813326
756,2,-2.696572808061348,-1.235849612589287,0.6010572671543013
757,2,-1.9379347511499077,-2.62534359279851,-1.8050030771542975
758,2,-2.239064560519117,-2.0727326598413462,-1.2183934713798374
759,2,-1.7037458218290127,-0.5114145940438325,-0.6925076768970649
760,2,-1.147601267252977,0.299038929930186,0.9299524732614455
761,2,-0.874234282594966,0.2136737410231465,0.780197609377568
762,2,-0.7017149212987398,-0.22522467597544493,0.666920018346286
763,2,0.30216020621431783,-2.1260376006287807,-0.43501901996418924
841,1,-3.7247774283997415,-0.8947081761294325,1.1251810666358422
842,1,-3.5489620058474345,-0.696500341493385,1.066057130194674
843,1,-3.4222453335060985,-1.0529585292192014,0.9069198425997871
844,2,-3.345395699305806,-1.1888104241133661,0.8342058919412081
845,2,-2.4251024292809764,-2.585409407274162,-0.748768143184152
846,2,-2.4026316451667533,-2.8804445562687024,-1.1380774622270204
847,2,-2.525620881717954,-2.750568799529223,-1.4363204202487447
848,2,-0.9974977153059853,-0.14017836124641891,0.7624389683691076
849,2,-0.7949382366102602,0.14201163405546557,0.8954263965844285
850,2,-0.6235279718277345,0.04744007645774895,0.9640212116246742
851,2,-1.241425177954918,0.4886964276605177,0.761333553240683
852,2,1.4660681166955154,-1.3524874858504476,-0.49910181217902905
929,1,-3.7908820712715183,-1.3356758380775282,1.0499439702371414
930,1,-3.636080432337344,-0.7744458634571743,1.0588276241541028
931,1,-3.5889227835954185,-0.7192527004967164,0.9885147256962866
932,2,-3.5267981506065835,-0.7728034606732934,0.9248736144209979
933,2,-3.0128137711408596,-1.8201238625540759,-0.26331238135867396
934,2,-3.133551698723876,-1.3069160010675416,0.9227182335822758
935,2,-2.538967905104908,-2.59043439659594,-1.0996720463201766
936,2,-3.0648804445751816,-1.578513287794121,0.4061777266624307
937,2,-1.450170791754909,0.5407150396008806,1.009836872698573
938,2,-0.6979962727473683,0.2552672637650655,1.6857241746788931
939,2,-0.8852143259346393,-0.0659149177867896,0.11841814619950786
940,2,-1.1301963215812756,0.5378031997906055,1.0629843500668377
941,2,1.4790110176646125,-1.2642691936048913,-0.17910584700887167
1020,1,-3.197666976380944,-1.3385654372600317,0.7094111561001067
1021,2,-2.9178588044471656,-1.6828448147878083,0.6278089952637065
1022,2,-2.9544497539154677,-1.6564217290327834,0.5365171848249362
1023,2,-3.283016308538272,-1.3574777406410807,0.4154811167582514
1024,2,-3.056716055296332,-1.114372906368141,1.4816978187034358
1025,2,-2.861573752227389,-1.4985751335115933,1.2233708622660018
1026,2,-1.4672220583584532,0.46274340138623615,0.8242996349566822
1027,2,-0.7087687594117977,-0.49361055604595616,0.29268327589240917
1028,2,-0.937352789568922,0.12265289411041325,0.31585760590608203
1029,2,-0.3132673620281846,-0.5941996697495515,1.2918029757419534
1030,2,1.8427688966001627,-1.21494597339792,1.1603331792077052
1109,1,-3.0908822921101042,-1.2069279015020051,1.59757726254835
1110,2,-2.8721003615638225,-1.602647595715692,1.051791001070119
1111,2,-2.8307598743858184,-1.763079170228401,0.8214747647231192
1112,2,-1.8762381680701177,-2.9348899860033044,0.49766198023304486
1113,2,-1.6041137188584276,-3.212135063559831,0.9485552633226083
1114,2,-2.0342248614754315,-3.0433002193602103,-0.4072813925062233
1115,2,-2.166972852706317,-3.370519894845107,-1.5317147877098107
1116,2,-0.7683526632203475,-1.7461755420758989,-2.0520471470099055
1117,2,0.04410413734418153,-1.6351562453010753,-0.07280680600828404
1118,2,0.6193903497586579,-1.9232282412640815,0.982806078448159
1198,1,-3.4247770428248128,-1.0424051156027103,1.0037631884065252
1199,1,-3.1262546618310934,-1.351568890038331,1.5003805953014535
1200,2,-3.4280782422970977,-1.341523150105826,0.5595661840101633
1201,2,-2.507552755491664,-1.8589133394784296,0.9280257315668259
1202,2,-2.2630082205145743,-2.41761273277672,0.6104345287667301
1203,2,-2.2508316068148244,-2.28595645461733,0.7951979682168717
1204,2,-1.3946918870064007,-2.47441813613465,-0.08328256186322147
1205,2,-0.03778447329428489,-0.8854152365493614,-0.7460966707622244
1211,2,-0.630549818131882,0.3272284547964759,-1.613179075598599
1212,2,-0.7124206202763225,0.42383238596769546,-1.3628707048475515
1213,2,-0.9772579063245099,0.5135904880837641,-0.8952723084472972
1214,2,-1.500534975544745,1.4484922296883982,-0.4076165288609026
1290,2,-2.5166440694510923,-1.2755551855999432,0.67969869515960335
1291,2,-1.964804562171947,-1.444400205456693,1.7444930091233268
1292,2,-1.6410803895530037,-2.0770156004582656,1.823507720051903
1293,2,-0.13492964206680708,-1.9574351252517779,1.3476745473293628
1294,2,0.38337492440436527,-0.6585111958991734,0.873798424951049
1298,2,-0.7921166484793909,-0.524953889973289,-0.3707864420571233
1299,2,-0.7912946577972415,0.17353615994543034,-1.0921579061072
1300,2,-0.7291490555626227,0.5258671036001746,-0.6180184089512895
1301,2,-0.804072326056247,0.2995427218925769,-1.343266600710471
1302,2,-1.2066639215564845,0.6698086594617157,-0.37072321967883315
1320,2,0.0844751018437201,-1.1372333066061504,-0.3568500582885667
1321,2,0.24783914521837475,-1.002896407902343,-0.0982348050802842
1322,2,0.2485970137065482,-1.1483107419072685,-0.4184945372240191
1323,2,-0.6490969204491513,-1.1412601142269156,0.42986421561640953
1380,2,-2.5866320416189024,-1.0978038816396465,0.5202418909180212
1381,2,-1.2936463883029001,-2.275778416187501,0.32613938817565097
1382,2,-0.9952527020182159,-1.227716499361843,0.6628641612403146
1383,2,1.202139539846291,-1.4634206741751536,1.8640291680555592
1386,2,-0.31825226575620896,-0.3644183579027136,-0.16517669551521724
1387,2,-0.6843796122420339,-0.04685640727873548,-0.5291402057229276
1388,2,-0.9111336668517281,0.18957094691619053,-0.05992630551924763
1389,2,-0.876745719968769,0.20427677384353254,-1.1459938360380697
1390,2,-1.360259196352237,0.77221699078386,-0.5431189976217926
1403,2,-0.8532990368909328,0.773143870272001,0.04838876017172572
1404,2,0.18902248590679965,-1.0354628149284049,-0.47285053375961267
1406,2,-1.2775914941185642,0.540593910533859,0.1231838328505763
1407,2,-0.44678447234199575,-0.2503192690821529,0.5429927445544163
1408,2,0.14694865758013906,-1.0747089167819048,0.2516781908033695
1409,2,0.43501968556367576,-1.0371593585300878,0.7913645077084073
1410,3,-0.050571295010162734,-0.7087507246874081,-0.8391051069434903
1411,3,-0.13573269541094032,-0.14360155168640398,-2.324579436200903
1412,3,-0.14462128706431143,0.3982525796623131,-0.3384249444748699
1469,2,-2.0190599183373843,-1.6143018627413248,1.3743217336880504
1470,2,-2.6869860633237477,-1.7760766342050767,0.003140914969952502
1471,2,-0.8805344294338651,-0.8864293292900443,0.8187510683958588
1472,2,0.7986031077720664,-0.6027807949225265,2.2119253507159318
1473,2,1.0261819035485193,-1.5776638551354396,1.9922785208266458
1474,2,0.0026074621924216668,-0.6180292251204109,0.6517088295431529
1475,2,-0.45442049705822923,0.41114656854010967,-0.08503978252893554
