env_vars,LD1,LD2,LD3,LD4,LD5
log_popdens,0.25248771336931997,-1.2638294413195952,-0.3641394107749788,0.3827286438306193,-1.123740491812133
log_lstkdens,0.6024954192033495,0.08709889336351737,1.6850585149192259,-0.5667577430230548,0.7797830258391896
sqrt_anthropic,0.9812492119571177,0.8853067993635045,-0.9777034860961014,1.155611258401765,0.14412294643899481
log_anthropic_delta,-0.0904400700808846,0.5186020491681408,0.26846185781743154,-0.29367253793312764,-1.0243906583401117
patch_density,0.1476170204741655,-0.13645313258654154,-0.6063505144910433,-1.2207194486301964,0.11013096608707691
