env_vars,LD1,LD2,LD3,LD4
log_popdens,0.48112351999613784,0.8528305565563761,0.7824723048034432,-0.2929779997007437
log_lstkdens,-0.5649069845785055,0.3648089531723616,-0.459572975582923,-0.43549519487771515
sqrt_anthropic,-0.42819608429566824,-0.26900970958051607,-0.12444174963638341,-0.293275218287366
mean_temp,1.0476060308589001,0.3925875366920666,-0.682446074976401,-0.5486570551447197
mean_prec_ds,-0.4509809364362593,0.6179793126588645,-0.7238312587090473,0.6283191214709535
mean_peak_ds,0.47007307398000026,0.25839869013807965,-0.01246669509408509,0.30795941227172224
