env_vars,LD1,LD2,LD3
log_popdens,0.3138562660013406,-1.0926554537000472,0.1577184165170763
log_lstkdens,-0.24881567793467896,-0.2883039197190449,-1.2927525224843675
sqrt_anthropic,-0.9949793049453849,0.5356972340628182,0.513908024959966
log_anthropic_delta,0.5766291402805734,0.14627981583151442,-0.39183392860217836
patch_density,0.0070446954960543,0.05629534410519767,0.5749282067911158
