env_vars,LD1,LD2
log_popdens,-0.5005679385801338,-0.8672946538212858
sqrt_anthropic,-1.214769595775059,0.955447111568238
log_anthropic_delta,0.11192681873008711,0.2663509946532534
patch_density,0.17045928689915668,-0.5687721312092434
