env_vars,LD1,LD2
mean_prec,-0.5306036207830727,-0.9772079429143432
mean_temp,0.6913906838717776,-0.35321462385599395
mean_prec_ds,-1.1793721161641162,-0.15005191058418416
mean_peak_ds,0.057066911645609286,0.661904636457631
