env_vars,LD1,LD2,LD3
mean_prec,0.5866100525227624,1.0128214348618874,0.5481824884437995
mean_temp,-0.6946125678563104,0.32469089232358433,-0.7658053089158434
mean_prec_ds,1.185686289631827,0.1060360574206583,-0.15775612171749348
mean_peak_ds,-0.06447363477195431,-0.5996651826542745,0.9886608528240193
