id,clust_10,LD1,LD2,LD3,LD4
307,1,2.108631276061112,0.0929388540175402,-1.9446618359191485,0.10124134599326634
308,1,1.7732950453976983,-0.06488793962118944,-1.5046773862292158,-0.39308467388034407
309,1,1.1625512956780384,0.22796686791536458,-1.5287155811753952,0.29070625836843317
395,1,3.1821783208888226,-0.44992276736940406,-1.8593594000464941,2.197549186587007
396,1,2.575582040853675,-0.5183530667139238,-1.7587023882446076,1.7260425399780581
397,1,1.6479498503649368,-0.33654386052475566,-1.4762312788752767,1.1354120334645053
398,1,-1.0123791268786773,0.021460073545000236,-0.7528101627904179,1.3626822135765977
399,1,0.34627243751664105,0.817290497209084,-1.6764582883529615,-0.25782474984415454
484,1,1.930207898832866,1.0498351471627214,-1.3104588841585565,2.0254485281463532
485,1,2.1107851913052076,0.34343461800592107,-1.072694408645155,1.3873825054918734
486,1,1.5043038602721788,-0.017428011358321505,-0.8309033290712937,1.435414309151366
487,1,1.0820715115225406,1.2578173738646112,-0.6370088041865645,2.128633820341483
488,1,1.2852654767830574,1.6761317996020648,-1.1326491165553052,1.8468895877832578
489,1,1.0563217677695234,1.8095680576061826,-0.877314366443209,0.9666158023574551
490,1,-0.1996257980146216,2.0798143778968883,-0.985349039594364,0.6926870603753355
491,1,0.012592962845591311,2.150704166049608,-0.7931357014376373,-0.13333887898443558
573,1,2.6331115274486665,0.9639454454098753,-1.2921885152955828,2.05000162295325
574,1,2.536666617881306,0.8359310014468819,-0.9358553647160004,2.365317200207536
575,1,2.685810625954851,1.228073006875363,-0.7592270257464939,2.4651305209724694
576,1,2.6037643157667105,1.2536936884932368,-0.6796014485623885,2.4395590064032042
577,1,2.6193395456539115,1.302471994504907,-0.8725146872423493,2.4176801117647226
578,1,2.6775701769696334,1.2508150543342722,-0.7310027078803589,2.461822815368353
579,1,2.64278394846168,1.2521381579673823,-0.7014094076679851,2.44431615368335
580,1,1.8735685960147763,1.8861880366011885,-0.21567097959705395,-1.0323935359010317
581,1,1.338867048410284,1.7222138650605636,-0.8215375063495096,0.21297907383546535
582,1,-0.3628310710309338,1.91801099578397,-1.2801135849035168,0.20434193770735
583,1,0.014172748976907866,1.8803809772712463,-0.6522598561483072,-0.9213104908218404
662,1,2.4532893383291903,1.0116758881585695,-1.3241043285982994,1.9832924413927895
663,1,2.794229767035041,0.7927030546104984,-0.9171479369299873,2.4036878109717517
664,1,2.5060682864351844,1.2812161396346906,-0.6496200065095812,2.1987885006542984
665,1,2.712138512226726,1.2369446145256748,-0.7148229135417834,2.486915428330125
666,1,2.6745320732434794,1.2723844519934098,-0.8272498306400291,2.453143662629336
667,1,1.2782720851784555,1.653373254491782,-0.7534667587947088,1.3937290685423809
668,1,-0.41452718251022547,2.1918792725832126,-0.8146832472490532,-0.04850748627292174
669,1,-0.5122009082293599,2.080232734692795,-0.43817352730501,0.1348495479255643
670,1,0.3795997937424924,1.8576087456005965,-0.8154157881766704,0.6090262432477684
671,2,0.6743448953553544,1.7544322928552316,-0.5263841914997712,0.011290743027889433
672,2,0.740043948772147,1.4907959188074957,-0.8904092658972063,0.663318651598106
673,1,0.48634178493029867,1.1414108422618159,-1.5889950976672338,0.39215776189768686
751,1,2.0489132360116504,1.1989836738838882,-1.3959158642756868,1.3948785814961198
752,1,2.7392494448255595,0.8355002852953314,-0.8092406171342843,2.4163769894303293
753,1,2.6989492070310637,1.206459189160543,-0.7492638351955241,2.467954673298756
754,1,2.6931957503184987,1.3269763231872516,-0.8188321759875556,1.4395768226140673
755,1,2.2171501480623417,1.5826645885278363,-0.5947601916797101,0.06061340069971907
756,1,0.9914543408782346,1.7664100407643373,-0.7750391708937808,-0.4783485694745225
757,1,-0.9197167686133672,2.1732737781800595,-0.9759298073642441,-0.8596740986057503
758,1,-1.3973749941441163,2.088023286515486,-0.7520917723477936,-0.05406507219404737
759,2,0.13207933674006544,0.8683397868132072,-1.6537670313214274,0.4272504995358739
760,2,1.7001748287310405,0.0431066328379241,-1.4101506184889128,1.5570255375495714
761,2,2.0737778822462842,0.28573514458587734,-1.1938375247305988,1.557477378584426
762,1,1.0315880410075653,0.4106954814230372,-1.3827214082683774,1.6833147378985498
763,1,-1.0644762596365434,1.1068142316340766,-2.011247447023576,-0.0705896928856388
841,1,2.4782847578043796,0.7781438760222418,-0.9564881926710986,2.3307943310938732
842,1,2.4265050140115823,0.8009160748006429,-1.059283688099307,2.292092706369816
843,1,0.3496492854455429,1.30773568189053,-0.8988756447820381,0.8609784070524118
844,1,-0.35566177157030443,1.468228397872071,-0.39161121642105945,-0.10240101416647307
845,1,-0.779293218924566,1.80906944908829,-0.958557406730842,-0.852210260710762
846,1,-1.7802675604123483,1.9268005805973736,-1.4874784091723956,0.05874012335770698
847,1,-1.4355794137758116,1.7877721523459769,-0.8946732449065455,-0.2657662320400174
848,2,0.8387433351084246,0.017779076297209206,-1.520324886711441,0.9717993963767602
849,2,1.9259111383201795,-0.4178619466489364,-1.7916511935984367,1.5211668040184936
850,2,1.5881944021704826,0.18721497705674733,-1.1696537671720302,-0.5030389996110551
851,2,2.6489191155224425,0.041310271805968135,-1.3072363731988967,1.9474559762337846
852,1,-1.0969187132882696,0.669875718966878,-2.1009171840044663,0.16227686294591614
929,1,-0.22490539911498592,1.8619242942590908,-1.7008931750562422,0.5861289553519365
930,1,2.059687183698846,1.0360103600214905,-1.020942710430897,2.278717523066041
931,1,2.048153402241187,0.9498798295917583,-0.7438899970389368,2.0240921189370202
932,1,0.9160055970927468,1.175096705072761,-0.6035664060400783,1.1176299232242914
933,1,-0.07779351067574941,1.472713386554814,-1.127115958932342,0.6257876488595561
934,1,0.6614937274900418,1.2311036766262693,-0.9961350740923107,1.1476660081613668
935,1,-1.2309553136323816,1.7638371510080624,-1.3420091201722448,0.02073833095331054
936,2,0.9893787880704744,1.2396239232835642,-1.1515189066985756,1.031886879413074
937,2,2.734465172348736,-0.4622266598253455,-1.606458461071364,2.0082827150570064
938,2,1.8221647111565158,-0.33135857377480216,-1.9070698080847452,1.2894993227704414
939,2,1.1464555416014357,-0.10699126193180575,-1.453646279049905,0.3554665834106253
940,1,2.1384261020121955,0.5263311550924921,-0.9863905085262904,1.0269000588895345
941,1,-0.7937519774460122,0.32355090060918756,-1.9554849861442074,0.34829594591589225
1020,1,-0.7548872341352254,1.9269145266365693,-0.831549050523342,0.5585728128868394
1021,1,-0.06557039484071832,1.9512556604062512,-0.5086610618634686,-0.5912348335131172
1022,1,0.32132735720563244,1.3520382440759247,-1.0850400801110283,0.8571219642079202
1023,1,0.9992126384674831,0.7135671062448692,-1.4007629699889632,1.393569652691671
1024,2,2.807481657612979,0.02669779577055409,-1.1067604857392725,2.261197806027205
1025,2,1.8391809784453754,0.43363442459357376,-1.2444803013214223,1.6548729265668523
1026,2,2.080053694348558,-0.22774839854221596,-1.8301086087456453,1.557752842451392
1027,2,0.8214890482603623,-0.012808239629461093,-1.6032728413574644,0.7701891987376922
1028,1,1.5671559035124396,-0.30151782116703574,-1.2354654020812528,0.5113105579961498
1029,1,0.6942006161976475,0.6993890085307252,-1.334965775272388,0.8124252741810942
1030,1,-1.674448878317235,0.6744424496035433,-1.303374232895721,0.2912878121128625
1109,1,0.8421279205100283,1.8909925864761286,-0.654231135550065,-0.8337192575443714
1110,1,0.19125091736520156,1.8405676496095507,-1.0208588114275094,0.4852264532069972
1111,1,-0.08025053213970063,1.9952713181103765,-1.0423669973803582,-0.10434117905573834
1112,1,-1.6651854868832325,1.4006776180670264,-1.2495353842046002,0.14206267913825138
1113,1,-1.4327021325119205,1.1740834362440173,-1.491719181458692,0.048188043859576285
1114,1,-1.0407030757687092,0.9740706844422574,-0.8300645512216641,-0.07434546466529174
1115,1,-0.9051875526766006,1.1012957815095208,-1.2853363035047074,-0.2783043513714938
1116,1,-0.4894845307857108,0.3437008481602857,-1.132420509944373,-0.004218635679852256
1117,1,-0.9110107697499145,0.2606977175014804,-2.1403984327291554,0.6733698911553971
