prop.correct.class,clust_id
0.7635869565217391,1
0.11764705882352941,2
0,3
0,4
0.35294117647058826,5
0.4720812182741117,6
0.4077490774907749,7
0.3756906077348066,8
0.41596638655462187,9
0.7292817679558011,10
