env_vars,LD1,LD2,LD3
log_popdens,0.22523933731316337,0.8926088789850435,-0.2545400606465935
log_lstkdens,0.7041274422208296,-0.045645172804131606,0.02285924904315462
sqrt_anthropic,0.8539714092886,-0.9763675920071679,0.6368914203338436
log_anthropic_delta,-0.12322787057488375,-0.22477831211072608,-0.9876281058427272
patch_density,-0.1425209397126537,0.5963386239702834,-0.6150993080657642
