prop.correct.class,clust_id
0.6837782340862423,1
0.5294117647058824,2
0.6958762886597938,3
0.6588235294117647,4
0.6852791878172588,5
0.5313653136531366,6
0.39779005524861877,7
0.7845303867403315,8
