id,clust_3,LD1,LD2
307,1,-1.6042694691930577,0.07295489902849561
308,1,-1.6784578308445226,-0.4715865188332074
309,1,-1.9168208362047587,-0.465373586275585
395,1,-2.6520838952107533,0.04113034625543732
396,1,-2.0329533931118524,-0.1249748301875977
397,1,-2.035471346525412,-0.22238499218289554
398,1,-1.4706040475503541,-1.183361670157251
399,1,-1.9131713687846825,-1.0769039288365345
484,1,-3.6984942806208063,-1.75701900158133
485,1,-2.9778176979153868,-0.7331004101626792
486,1,-2.2056187281879867,-0.3134497680774708
487,1,-2.158528868369025,-1.029564496928148
488,1,-2.3571639285725428,-0.9440716728281189
489,1,-2.0454184361989807,-1.357928217410001
490,1,-2.1030568067045543,-1.4843965098431946
491,1,-1.7782948325635384,-1.885646612752351
573,1,-4.135025999104711,-1.4429187668438026
574,1,-4.1454647598752485,-1.2996372536220555
575,1,-2.648326019207517,-0.6194040582153113
576,1,-2.596001600751153,-0.5907539479013737
577,1,-2.5659439465542166,-0.682121475785428
578,1,-2.6305798064943384,-0.5810902713001369
579,1,-2.6007114483235485,-0.6088685796631069
580,1,-2.0362972854627452,-1.221532887758408
581,1,-1.8918443543786758,-1.5778012875370617
582,1,-1.4465863923444884,-2.943324996436189
583,1,-1.1297255168335525,-1.5979273125506752
662,1,-4.102567157590522,-1.5132512988403195
663,1,-4.117667271451845,-1.1736756728981712
664,1,-2.671250197375075,-0.5491844333330996
665,1,-2.6574880771770943,-0.5556324299843516
666,1,-2.5930977871169274,-0.6562081456838263
667,1,-2.353005989176446,-0.937218799818191
668,1,-1.800523837198024,-1.6967148350292747
669,1,-1.829093402264352,-1.912771683534142
670,1,-1.9479913907207598,-1.730561934068949
671,1,-1.250922101679334,-1.1405419484966461
672,1,-0.36952389080103065,-0.6560427950683947
673,1,-0.06320135449040776,-1.4961682186732266
751,1,-4.118658843173465,-1.4949885833430976
752,1,-3.6249023037671453,-0.9613329482967323
753,1,-2.6773256129373215,-0.5895823917149197
754,1,-2.6979577167338338,-0.6434448377475891
755,1,-2.5635424044716797,-0.7983768888276233
756,1,-2.5426928580891803,-1.2616424340994756
757,1,-1.8999892669638212,-2.725096456349227
758,1,-2.1769076627100765,-2.157207048866854
759,1,-1.6791125381428307,-0.5693355272966356
760,1,-1.0705519341332312,0.3118014534758363
761,1,-0.8108138257860242,0.22617252526733367
762,1,-0.6348094628460852,-0.21266817622163436
763,1,0.3407992189139862,-2.131658445426926
841,1,-3.522636099478276,-0.9210535153079804
842,1,-3.3620628017508545,-0.7222131807905181
843,1,-3.236105057899377,-1.081446715508566
844,1,-3.161062448146713,-1.2182689455839988
845,1,-2.312382605600658,-2.6542606484254523
846,1,-2.30343759996173,-2.963016653079009
847,1,-2.4450334208545765,-2.8472142831335656
