env_vars,LD1,LD2,LD3,LD4,LD5
log_popdens,0.37714083380448843,-1.1001768620830945,0.6492165333692788,-0.17709995424966013,0.34378026975978204
log_lstkdens,-0.4149530496053021,0.8520899982205573,1.0698704033872763,-0.27778020482567,-0.6831892996720449
sqrt_anthropic,-1.1141767548737356,-0.23532445200623325,-0.841067486702891,-0.46789422640276096,0.8076955423571605
log_anthropic_delta,0.49818417783939706,0.09825100418262303,-0.0644248364198785,-1.0365849222470185,-0.16138011514021794
patch_density,-0.023423235214523233,-0.514127021716038,-0.5665173837618207,0.19758865146346608,-0.9587983136136786
