env_vars,LD1,LD2,LD3,LD4,LD5,LD6
log_popdens,0.5281253857349328,1.0290096612367894,0.4235660919027685,0.46663559867161153,0.03796781845299746,0.5782853346423864
log_lstkdens,-0.6323839137315679,-0.21214836092323502,-0.5795880568226344,1.001728250977476,-0.3542113650525961,-0.790548862323597
sqrt_anthropic,-0.4606335024663792,-0.02551467358666215,-0.09014879940334494,-0.6842251545765756,1.2961525305151387,0.5144832127423469
mean_temp,1.0719850990265662,0.08805617869937954,-0.8213310003962738,0.1446402318338631,0.41826174814148365,0.7711250756052341
mean_prec_ds,-0.45907752913087463,0.5485571193156528,-0.8460291202360745,-0.5225188701329476,-0.3373694786850199,-0.03367811588744431
mean_peak_ds,0.45647850834022397,0.3777110489039747,-0.13887680600210225,-0.28480202801181376,0.4602096411352334,-0.9233972372880538
