env_vars,LD1,LD2
log_popdens,0.18437540652430526,1.156805929500802
sqrt_anthropic,-1.0361620704089711,-0.37335235585434884
log_anthropic_delta,0.6312512939857533,-0.13504701742266786
patch_density,-0.07055995292578962,-0.12348956918472404
