id,clust_12,LD1,LD2,LD3,LD4,LD5
307,1,-2.377139934837221,-0.8364173676541131,1.112364135779777,1.1047986702358057,-0.17827927972897903
308,2,-2.3191749021419494,-0.12869305201543024,-0.44382161104506046,1.5262321368923648,0.26293004610235116
309,2,-2.53175848946472,0.004626506608756409,-0.1311386336940933,1.1911020800802081,-0.31188378591166765
395,1,-3.5146950262916983,-0.736730292654181,0.40301017405219774,1.0182912709726477,0.14082570168681585
396,1,-2.775635335604543,-0.5515387414645717,0.07228775044148983,1.2439237989153753,0.276740943783943
397,1,-2.70088774793937,-0.3180744982558195,-7.381884339439093e-4,1.0899254185545184,-0.03164400562011355
398,2,-1.7029686790985863,1.3004248084444128,-1.0288797318862468,0.8754533754396302,-0.8321937487858271
399,2,-2.5459740127356074,0.8591827609598958,0.26107639505877,1.0440360454420974,-0.33023609728528186
484,1,-4.436700728731816,1.6168879603341888,-2.6311488448525764,1.8588877418139775,0.5610512564591636
485,1,-3.6445924134205216,0.40354872422967186,-1.3278368861656926,1.259912809844459,0.16043109941939046
486,1,-2.841911836822689,0.0030718817198561454,0.14883504992838092,0.5462875085396135,0.5090065061793219
487,1,-2.8976025225101445,0.9072754598096506,0.555018587799013,0.4822819727770371,1.3803868448382448
488,1,-3.2772104675510607,0.6298068928545804,1.1158711336321585,0.6517869148725453,1.3726336151918836
489,2,-2.7974198168758,1.2494419359198137,0.5891998928843363,0.7525768106212507,1.0280500424822492
490,2,-2.724577693569089,1.6184103122456863,0.5243793937251562,0.42263199559389153,0.44844080260060193
491,2,-2.367057310397404,2.0452816704096577,0.3177671772732594,0.7811852692321184,0.33021207069323455
573,1,-4.959433676987182,1.289454947650388,-2.1173487378568185,1.4673603226767409,0.5194550665301234
574,1,-4.896235584374607,1.241764820045134,-2.173284189458001,1.1616399531925203,0.5840381690067948
575,3,-3.5376024388563843,0.3837543044280644,1.2292066361065919,0.1764195404686406,1.3654008324573164
576,3,-3.4438331432156213,0.3959421316037416,1.156666253556644,0.09003535459202139,1.3920172329876983
577,1,-3.4674586436301724,0.4204567668945382,1.2536780656812903,0.28134588439027075,1.3690853089476127
578,1,-3.5070675249453185,0.3582127947414225,1.252354824582364,0.11460848946620628,1.376170775817051
579,4,-3.4723879498132524,0.38667742793168763,1.2145170727866244,0.1467983711677583,1.3836637890789296
580,4,-2.7003734169427456,1.2215939409733996,0.46572306265359764,0.4395616973597227,1.1345021485673865
581,2,-2.6299506677210407,1.4978883653292427,0.5722481797275476,0.8986926998686793,0.8959052946520504
582,2,-1.8902340798401658,3.4276120829471783,0.15886294178378557,1.1755910358620616,-1.171628501153836
583,2,-1.355085698914052,2.0686055239381194,0.9976499274789122,0.09488874036888961,-2.008483214554088
662,1,-4.9180971077042885,1.3757222781660998,-2.1423122307043094,1.50729004699941,0.4446391835280203
663,3,-4.8903194235743985,1.1164796826662862,-1.7822099252107562,0.9525044439782213,0.6654227513930051
664,3,-3.5220831938154364,0.36236569416937886,1.171209503791481,0.03114247762894795,1.3770468513652727
665,3,-3.5365242134482933,0.33457190714685847,1.2831577405406136,0.08126540914425417,1.3674587092255397
666,1,-3.502705811900143,0.38845959946907277,1.294048382345514,0.26060102444098066,1.3693608298450695
667,1,-3.1657607310124005,0.7721914018531246,0.9229107822420832,0.40205969796628693,1.2275127517942677
668,2,-2.1966605223494717,2.0720134583115986,-0.19842929304244616,0.31022795916904555,0.3808561735996566
669,2,-2.231864744044767,2.3449157526387654,-0.02354083865026746,0.36595668297282713,-0.0900135702396054
670,4,-2.44530583758268,2.0561041325553338,0.3318232659337149,0.32004244204141186,0.09655781647811479
671,4,-1.667569683221944,1.1618946410792632,-0.2735603009816311,0.6273722536756677,1.0471221571448863
672,4,-0.919270022949124,0.2403792279660115,1.4018597336391336,0.9429000591906993,0.16856447906703395
673,2,-0.6013942797048706,1.1897525104899453,1.5671849339208312,1.49071660646669,-0.976056716659953
751,1,-4.934044484870076,1.3601651722966883,-2.12842831439476,1.4824054851480184,0.4426661586374344
752,3,-4.396781097244047,0.9331623756162699,-0.7396955105456704,0.45984313364290386,1.0250272353048682
