env_vars,LD1,LD2,LD3,LD4
mean_prec,0.6829424354673196,1.399275085398977,-0.36775168606890035,0.1079185745821476
mean_temp,-1.2457278916877734,0.42700733815184766,0.13795976555958234,-0.9124433230134651
mean_prec_ds,0.5996487375763022,0.9976022768725469,1.0315849584990726,-0.35152626025121914
mean_peak_ds,-0.31382382473283865,0.3303334397227661,0.399945067547157,1.1354082074046432
