env_vars,LD1,LD2
mean_prec,-0.39308281080523144,-0.841373569889319
mean_temp,1.005654100490656,-0.16236958775733318
mean_prec_ds,-0.30770095746523174,-1.2424671661699696
mean_peak_ds,0.6181843078520227,-0.6008007826941262
