env_vars,LD1,LD2,LD3
mean_prec,-0.6500223767973108,-0.7221617769814737,0.40941903798502294
mean_temp,0.8278708514639137,-0.6877956866412925,-0.7361551225022147
mean_prec_ds,-0.7635035057347523,-1.307119038639019,0.1489356373419632
mean_peak_ds,0.5707238486422445,-0.40769005286955473,0.9920395717535316
