id,clust_10,LD1,LD2,LD3,LD4,LD5
307,1,-1.9433636686928888,-1.24446937390872,-0.9735010666385084,-1.2252823976419125,0.010925578979072252
308,2,-2.027514598983092,-0.3877108904307223,0.5193232283375174,-1.5095752730386467,0.49715008519566856
309,2,-2.3047686885743106,-0.420999410695589,0.22783179071130089,-1.2614952899023888,-0.11354429732745419
395,1,-2.9894260189533584,-1.3258064580585973,-0.2558415247026359,-1.107542774155567,0.3547885258769708
396,1,-2.342866325976305,-0.9379899080266856,0.03835879957125088,-1.2759007008252938,0.496048538257795
397,1,-2.3585670467692275,-0.7472008134445784,0.10735407105311612,-1.1500926416523924,0.1656789160902066
398,2,-1.9397655320346479,0.9182017578609462,1.0472793385895036,-0.9143789233781578,-0.7134062707948648
399,2,-2.607769043418166,0.2901940157505515,-0.20027761588536075,-1.082226271903175,-0.19299988965885723
484,1,-4.427831884506833,0.9623955516359872,2.6563904427146876,-1.7102589424429957,0.8548350831330784
485,1,-3.3944865273352094,-0.15943349797439382,1.4088842752914257,-1.249267405088922,0.3965127877098587
486,1,-2.5958872735688585,-0.5220300656230333,-0.07712248976937153,-0.5378397852391599,0.6240967159052433
487,1,-2.924443701783673,0.30000043037397495,-0.5522124968392416,-0.3220338426481022,1.4279794616083858
488,1,-3.203764800197696,-0.05892718022413512,-1.0808877954941125,-0.5233567202398657,1.4463453437123124
489,2,-2.9438466783105675,0.6282621127493035,-0.5889636039660013,-0.61169951716352,1.0932921942848874
490,2,-3.0176930450247763,0.8992224523313865,-0.5261317853833639,-0.34248883552022624,0.4707317397780671
491,2,-2.807653085567338,1.4063756867349704,-0.34392332174582196,-0.6723382421482864,0.3722543850138523
573,1,-4.839221673232117,0.46715849200841175,2.176123564915763,-1.3736305757727607,0.7847494142201539
574,1,-4.77089820762405,0.41375961798306027,2.2262049188311517,-1.0667644317432345,0.816535824552012
575,3,-3.3849232374374534,-0.3979415910853299,-1.1786630988243783,-0.08200871448651093,1.4007629773797066
576,3,-3.3012781901365615,-0.3683306802743236,-1.1121205065151238,0.010092313725210467,1.4164588499336186
577,1,-3.3295485360561377,-0.3401469950746131,-1.2056630813269587,-0.18074818382757885,1.4121524298057335
578,1,-3.3511165801745046,-0.42221706046826546,-1.2023185063243462,-0.021356021032853167,1.404376714632293
579,4,-3.325481813638238,-0.38196518643539146,-1.167169189067006,-0.04870166335644521,1.414172193581741
