prop.correct.class,clust_id
0.8018480492813141,1
0.11764705882352941,2
0.14432989690721648,3
0.3411764705882353,4
0.3401015228426396,5
0.35608856088560886,6
0.3756906077348066,7
0.7182320441988951,8
