env_vars,LD1,LD2
log_popdens,0.5122250354698168,0.8233031597442394
log_lstkdens,-0.38919304845789937,0.47100105048376223
sqrt_anthropic,-0.44485950405864877,-0.15647504364937487
mean_temp,0.9936663687603408,0.35649347188134917
mean_prec_ds,-0.10276475910075783,0.48829616088235533
mean_peak_ds,0.4920964173407293,0.13690058949198236
