env_vars,LD1,LD2,LD3
log_popdens,0.5598426240574612,-0.866402880803641,-0.2426262371874548
sqrt_anthropic,1.1690370618712222,1.0079610091085192,0.6508672719307486
log_anthropic_delta,-0.06315769628875872,0.22826475608164237,-0.9858225708254019
patch_density,-0.11550195867714669,-0.5959904939347034,-0.6148978083678632
