env_vars,LD1,LD2,LD3,LD4
log_popdens,0.209315844867824,-1.198285576342366,0.4555410578002928,-0.3226772311530034
sqrt_anthropic,-1.2970269594571278,0.4599361210241732,-0.0057364105245766225,-0.7398378346131097
log_anthropic_delta,0.5397822196509552,-0.05987553129136386,-0.5510035035877399,-0.8646045799501396
patch_density,-0.13798181233945478,-0.334018666604933,-0.9833586838446194,0.6112547372729222
