env_vars,LD1,LD2,LD3,LD4
mean_prec,0.6067541309598644,-0.7238748266195811,-0.6432492901660898,0.7967391025010312
mean_temp,-1.1314605265550841,-0.6596814876069401,-0.45037918847952296,-0.5271956768198341
mean_prec_ds,0.7681697433834795,-1.3529390164683828,0.20483903794893144,0.04477619264530042
mean_peak_ds,-0.5020286302408115,-0.3499069967470573,0.6592047806720629,0.8490706623820607
