id,clust_4,LD1,LD2,LD3
307,1,-1.8473415087174951,-0.9731509191297283,-1.5341738723009897
308,2,-1.2292473315301804,-0.9527740631869798,-1.3382350441461441
309,2,-1.50260774755591,-1.114334453265773,-1.0248800353877094
395,1,-2.6011376529261345,-1.1137360340672326,-0.9640784762435209
396,1,-1.8830499462337198,-1.0689629591734846,-1.0535406995400614
397,1,-1.751905305878512,-0.8314525874142328,-1.4418290902607904
398,2,-0.4149519239068144,-0.7729619699401743,-0.7134850736246716
399,2,-1.3308938318749604,-1.0708513169006304,-1.5650072588709527
484,1,-1.8116755676882679,-1.1859016440876653,-1.12309028337073
485,1,-1.9780346417970327,-0.9214059496278383,-0.9400624686784105
486,1,-1.9602749061782156,-0.6302091289057025,-1.0052946583260116
487,1,-1.8081129854658755,-0.578034016964966,-1.452361484317661
488,1,-2.2642018372173616,-1.1608404506900045,-1.3223057894647166
489,2,-1.5733135931428948,-0.989207554195241,-1.5731509338667136
490,2,-1.498460587439508,-1.0278938989122557,-0.977463500222477
491,2,-0.8908016928451234,-0.7010166586144106,-2.1215691924671547
573,1,-2.451252588966459,-0.8391054234197333,-1.596160951092136
574,1,-2.5121541875131603,-0.722403893940616,-1.227725928202744
575,1,-2.6670785207829457,-0.7672449250586036,-0.9700986811988791
576,1,-2.5928579016352384,-0.5887274078521756,-1.094823267794442
577,1,-2.586932873660515,-0.9047909808908318,-1.1480986835955682
578,1,-2.6809295504233526,-0.7962233838247438,-1.0853007103829775
579,2,-2.6524342354832333,-0.9573890667186357,-0.9465590066989882
580,2,-1.6260245823930297,-1.049594247592465,-0.7158304145897584
581,2,-1.3125915126562069,-0.9901863887618529,-1.7369453454443335
582,2,-0.027259537853594473,-1.6870739309177936,-0.6472107825620597
583,2,-0.4443657274185873,-0.8626555720063358,-0.30934232006101714
662,1,-2.3934532080267092,-0.9830512447538287,-1.4346351941205056
663,1,-2.6680930091431496,-0.6296725039325433,-1.15045603997555
664,1,-2.690392563062929,-0.6302548864003794,-0.8217503632274631
665,1,-2.7335466713006786,-0.8292424488113629,-0.732287782104983
666,1,-2.647451542094686,-0.9739850424515006,-0.8636209530050949
