env_vars,LD1,LD2
sqrt_anthropic,-1.4547375095727535,0.5486997664289958
patch_density,0.23994638157920267,-0.8933298770167322
log1_TRI_q50,-0.09569529421039902,-0.5431080993992986
elevation_q50,-0.003649136884633336,0.08506634581193917
