id,clust_3,LD1,LD2
307,1,1.9106885741846935,0.7031363428596977
308,1,1.625758525662243,0.620823552769717
309,1,1.053604364449132,0.4132895051865436
395,1,2.691914995908856,1.3957509751087271
396,1,2.167525480933327,1.335257982803788
397,1,1.383864125167142,0.9761288044651095
398,1,-1.008266612949275,0.2954228270082139
399,1,0.40570958794899503,-0.13144583820624958
484,1,1.7100623087868185,-0.12204257277545305
485,1,1.8507220893023621,0.3350187271346804
486,1,1.26423625218381,0.5207228044207275
487,1,0.9547331524440237,-0.5585748934547521
488,1,1.1964622718523534,-0.7571596051077811
489,1,1.0610141817991092,-1.0507740742784812
490,1,-0.03375052426197958,-1.345805133064812
491,1,0.22107789723445515,-1.5336092723600692
573,1,2.3374964869307178,-0.009686224702984803
574,1,2.2173147766106567,0.004120653186935108
575,1,2.3827900782645663,-0.35917555508572263
576,1,2.3126482810436197,-0.4141276921796959
577,1,2.3325648196064255,-0.39256525366942463
578,1,2.3777126156635178,-0.3880796760939147
579,1,2.347522047936913,-0.4027609688119942
580,1,1.944305485583311,-1.4715242124582744
581,1,1.3596999959703764,-1.0514607901780997
582,1,-0.16437895216442835,-1.1730432707991523
583,1,0.2503531043894958,-1.4318552242744944
662,1,2.18342786728763,-0.05668913068253473
663,1,2.444160454894263,0.053935260688363684
664,1,2.2429148116215796,-0.4762114745913173
665,1,2.40607730895813,-0.377255243210568
666,1,2.3774420904152267,-0.37550433391314125
667,1,1.2189651848365826,-0.9065116522351102
668,1,-0.16794108895692617,-1.5797095463098552
669,1,-0.278797264904975,-1.5988788563010423
670,1,0.47627150571781574,-1.188504658260185
671,1,0.7743419175618118,-1.236512669629431
672,1,0.7648292616164476,-0.83201635230970294
673,1,0.5194494045266491,-0.356694912020013
751,1,1.8739618632399262,-0.27094674763668203
752,1,2.397624596894942,-0.01906338555018472
753,1,2.3924946665896893,-0.3434251809876602
754,1,2.467683674720028,-0.5201865978905532
755,1,2.1532382095818012,-0.9687473725704652
756,1,1.095520042480151,-1.1922073453196211
757,1,-0.5732255372671929,-1.6221749195805883
758,1,-1.0680892886513769,-1.5774113077618395
759,1,0.1702875198229646,-0.1286157735426481
760,1,1.4385265257816424,0.6842245685272841
761,1,1.800166983375928,0.43647442086172356
762,1,0.8585274977365617,0.3404334040182856
763,1,-0.8588791407225782,-0.3336259786932289
841,1,2.1612733873632264,0.05165652686612396
842,1,2.11894733998833,0.05936725957424238
843,1,0.3804934787664252,-0.6834775299636242
844,1,-0.17828552149420304,-1.1202794246926215
845,1,-0.48058242720274874,-1.3166044450160357
846,1,-1.4388018963447446,-1.217009311265172
847,1,-1.116817976774168,-1.3050670478646675
848,1,0.694574905828219,0.6297297369414652
849,1,1.6018247881920498,1.2015857332539428
850,1,1.489454311931089,0.28011029130246945
851,1,2.2721720427735947,0.7503036380235225
852,1,-0.9450478018443226,0.07791566870353457
929,1,-0.07084982721606847,-0.943347918640791
930,1,1.8094586923095133,-0.1725246397633535
931,1,1.808413731385582,-0.21712178787479752
932,1,0.8645155561592938,-0.6092766444185153
933,1,0.02405913016458784,-0.795449138684984
934,1,0.6365512789821036,-0.5406367661381022
935,1,-0.9534407652235948,-1.0982618912882014
936,1,0.9421384121848645,-0.48715854484392035
937,1,2.298008808933712,1.2764095402099835
938,1,1.5313396387298028,1.138695593142828
939,1,1.0033391080665495,0.6713302216439678
940,1,1.917294154814415,0.12229671187708865
941,1,-0.7150647484598875,0.354443746175119
1020,1,-0.5421637584771419,-1.3178608917885002
1021,1,0.16269713852082585,-1.5106900711421878
1022,1,0.35899757086674766,-0.6614746905979008
1023,1,0.877059182274372,0.06548921130550386
1024,1,2.3936727984135397,0.7372825358448952
1025,1,1.59477957738941,0.3250110423874947
1026,1,1.7568604962925742,1.0701071262662323
1027,1,0.6895246765344478,0.6615989635353707
