"id","RDA1","RDA2","RDA3","RDA4","RDA5","PC1"
"log_popdens",0.859711220506391,-0.329489503822032,-0.0163715755615459,0.383499728476679,0.0706626774079813,0
"log_lstkdens",0.839937823015745,0.0327015467325351,0.12673438324972,0.0255238656149659,-0.526043715574339,0
"sqrt_anthropic",0.742434415751892,0.624815353450815,-0.134551236108644,0.0924775955445197,-0.17815939936814,0
"log_anthropic_delta",-0.254771148231256,0.481498277638875,0.0117028457977817,0.601564007906968,-0.58415311216398,0
"patch_density",0.508554469728582,0.0475581075808672,-0.793260888088434,0.0114915465506263,-0.331233581494133,0
