"id","RDA1","RDA2","RDA3","RDA4","RDA5","PC1"
"season_q50s",2.2463684397375,-1.18074435454446,-0.447058426813705,0.0420823517741854,-0.0104621895696364,-0.442465895752255
"log_size_q99",2.36080238460322,0.815273629706477,-0.319557240484348,0.0148133580224168,0.0437123733111597,3.18497738063482
"log_burned_area_n",2.8940869902694,0.134904540676319,0.0647790656098228,-0.112428146228064,0.00466426891611868,3.42429174703247
"log_number_fires_n",2.69828799307868,-0.384625103443103,0.368915101079042,-0.205221200797462,0.00252903396473703,2.70728558111703
"log_size_q50",0.735386362989548,0.798504765604989,-0.254423160784371,-0.128325955426081,-0.0527363528912392,2.37821797359617
"log1_frequency_q99s",2.95185886919184,0.26691019665751,0.25843150164353,0.285917469152573,-0.0207447620715717,3.1056978411444
