"id","RDA1","RDA2","RDA3","RDA4","RDA5","PC1"
"307",-0.647398653177606,-0.888746656942081,0.933610054951254,0.943657881542433,5.15352372533948,-0.254226809240433
"308",-0.329274483209644,0.137055105356312,-0.325283672492114,0.352052093868912,6.71112260572019,-0.0309200135124387
"309",-0.316475114782472,-0.0841483300590902,-0.535072789698574,0.848438393505777,10.3651537212889,-0.076432030157888
"395",-2.55125724092381,-1.0251076746873,4.07494841524117,-7.24645995156899,7.45897397478237,-1.3960470029199
"396",-1.67568944058382,-1.21430054786588,1.96094104170668,-1.02458929434251,1.53117276125627,-0.875571418965827
"397",-0.836909523330817,-0.630176577536078,0.791297894618873,1.57172186833377,1.18640035025859,-0.398094889252759
"398",-0.465518216179451,0.416366673455771,0.038199484800563,1.00902383543214,3.47131979930914,-0.168126288838409
"399",-0.649999915203591,0.0399920065530937,0.00550227709025329,0.815026178863535,4.34506008823608,-0.29280310804562
"484",-1.28527183438383,-1.68799906973685,6.94605450646671,-1.4328972562819,6.37648393919709,-1.02809134587938
"485",-1.28473749676275,-0.911967524731131,0.947991673236391,-0.494340181556916,-10.1324371615023,-0.768212796383729
"486",-0.904926121654473,-0.621387215582459,-0.297327424318456,1.0110069696753,1.69816578740286,-0.450427897735725
"487",-0.756483549435582,0.296265417887256,1.50755685810626,0.805985162849713,-2.44280636580734,-0.360900430751685
"488",-0.692947102039351,-0.649308579381986,1.98168193632242,1.03396625674931,-0.555421481296717,-0.411025651757273
"489",-0.528398273361637,0.335328418310665,-0.520650293497494,0.396596966643088,3.14758319314265,-0.223190656311876
"490",-0.0918500340006953,0.466384025592136,-0.165292609837244,-0.763232926807138,-2.28854226018784,-0.0387636096272441
"491",-0.447134293230362,0.54994372538423,-0.972022766233722,0.20432590566801,3.78244637822061,-0.190650445038578
"573",-1.25891080389407,-1.434018968583,1.6367923106192,-1.24444866682334,-9.35966070803871,-0.938037197742234
"574",-1.27754197769313,-1.56241035974046,-0.471199118170621,-1.16789848035382,-4.13333229940524,-0.930558902942831
"575",-2.57351928899626,-1.33988676312601,2.98064435605312,-6.81872939446442,10.3774538655699,-1.47527163561388
"576",-2.5062523159986,-1.07926136246665,3.71874101485814,-7.12743037945752,8.55704367790554,-1.43542723565784
"577",-0.583857939835363,-0.384275673318428,2.00101238723581,-0.724666037814203,-6.09628413937566,-0.357466702964987
"578",-0.813660649132586,-0.96629431088801,2.69349483897026,-2.11008045825148,-11.5188978871989,-0.545476214188829
"579",0.260082425083988,-0.385090497225243,1.09187284353291,0.0830793752232379,-0.0601605117642967,0.0777438926974899
