"id","RDA1","RDA2","RDA3","RDA4","RDA5","PC1"
"307",-0.14943754589597,0.171262083228027,1.98042680138187,2.52119748024878,-7.79256124813728,-0.165878643288668
"308",0.241261171577214,0.146103377577503,0.532715875416537,2.08581350548175,1.28401000226933,0.0471652777847488
"309",0.243510137406669,0.0763092784474942,1.10186288357988,2.95656727145588,-1.33183552345973,0.0733524242096612
"395",-1.59547782147444,-0.548925269367065,0.492016260952989,2.11135231605592,55.2436689045483,-1.13092524268747
"396",-0.906653187005378,-0.482533402210789,1.40826891230792,2.01636733684213,8.74492362334548,-0.688587606442098
"397",-0.249295887274317,-0.0783623398215136,1.02684626429377,2.19611765007123,-9.42873165510357,-0.231504872720519
"398",0.131277633845707,0.0888736530497491,-0.513916430059315,2.12082490433093,-0.945174713054563,0.0360510937142824
"399",-0.0239615422044423,-0.0934633082090607,0.130994492512242,2.1587358579687,-0.19782383184778,-0.105766333443353
"484",-1.14379693268288,1.27294152974463,2.01970436033237,5.44171737960001,2.70101459369885,-0.595225280796224
"485",-0.588760880244157,-0.386146587663261,0.963681804649284,-1.43206354378909,-0.532559627606055,-0.451838513032082
"486",-0.202393051182222,-0.443897879185754,1.20458527112927,1.34271536057557,-4.35490754883625,-0.214740165708565
"487",-0.204479727380393,0.222901754941851,-1.07008808796888,1.68679133022108,-1.57937922238575,-0.119731153460127
"488",-0.30877614418456,0.406255039769437,0.955240719786737,1.98998316126361,-9.42509081191003,-0.174156396325268
"489",0.100444603630432,-0.118956753218859,-0.253733847930026,1.40058290959944,3.0302808379881,-0.0109962730014008
"490",0.312146561709627,0.458778833062512,-0.124635113277071,-0.668640100924063,3.65056577724678,0.218923476798527
"491",0.184720426071013,-0.155776629295448,-0.513130992757012,1.10792913009454,5.4851857013504,0.0512660031317044
"573",-0.679651186627341,-0.165415397493887,2.10559753002987,-1.36673669421396,-0.0962873250175273,-0.487779449463342
"574",-0.521526272464276,-0.779712078953254,2.87816667035589,-1.69200317171105,2.75114261230421,-0.462074087515473
"575",-1.57377044829411,-0.923826820462485,1.34894652941596,2.23361698009807,53.2621100359316,-1.09673146282422
"576",-1.59064849784713,-0.635729198902453,0.691921976383238,2.1398758800788,54.7924351314338,-1.08497744295268
"577",-0.247789822855569,0.577820666748077,0.524636750355463,-0.349778609528053,-1.05645831415608,-0.138894718569641
"578",-0.534183932652688,0.61035342399383,1.36255124751334,-2.15209859584279,2.08251306963188,-0.26874387662541
"579",0.32844641127377,1.10322586939548,1.78207854051006,0.326797690817391,-10.2070087011531,0.308021669841656
"580",0.385983845841262,0.963276732320809,1.39215769469225,0.4255787936184,-1.44530346826196,0.321971901976896
