id,pca_var,interc,slope,slope_cimin,slope_cimax,slope_sig
307,PC1,-0.03422993969983905,0.019025623465102264,-0.05719827282385624,0.09524951975406078,False
307,PC2,-0.0747476107336543,0.027658374487168368,-0.02788343615152957,0.0832001851258663,False
308,PC1,0.1461197723569116,-0.024973947186898313,-0.05271256286877256,0.0027646684949759297,False
308,PC2,0.0315776158427526,0.0016845798227215387,-0.03588373849739496,0.03925289814283804,False
309,PC1,0.0911605067793475,0.017313410311094492,-0.027842345056191486,0.06246916567838047,False
309,PC2,0.0506083845453265,-0.00418549680883201,-0.04878211378189193,0.040411120164227904,False
395,PC1,-0.7139919593086566,0.007189452285933595,-0.1409228631846387,0.1553017677565059,False
395,PC2,-0.17873448507183926,0.02648953829196849,-0.13309267164157118,0.18607174822550815,False
396,PC1,-0.3845261024188765,0.0016806373248356987,-0.05135837146408699,0.05471964611375839,False
396,PC2,-0.1786842108704812,0.04045636559210263,-0.10881023805549872,0.189722969239704,False
397,PC1,-0.0909776625270695,0.019443187969363965,-0.04962955447671938,0.08851593041544731,False
397,PC2,-0.0453671596389463,0.01762931809671357,-0.04106688907214634,0.07632552526557349,False
398,PC1,0.051372981996205644,0.012165348620661615,-0.027879684886802345,0.05221038212812558,False
398,PC2,0.03238355427138265,-0.005446347023088948,-0.05106644663149354,0.040173752585315636,False
399,PC1,-0.028447389164338997,0.04127270612141146,-0.04053090676871593,0.12307631901153884,False
399,PC2,0.0670066282335899,-0.007174863284530528,-0.08463235857357285,0.07028263200451179,False
484,PC1,-0.19642380798485154,-0.1479794613836321,-0.28881817694836215,-0.007140745818902061,True
484,PC2,-0.5246035458163965,0.1387929912880714,0.05787643472654792,0.2197095478495949,True
485,PC1,-0.34550243533620434,0.06625910656050478,0.008771571049666589,0.12374664207134298,True
485,PC2,-0.046256476147512146,0.014195682290402857,0.004421015349794749,0.023970349231010966,True
486,PC1,-0.11935649823895705,0.02249327168553543,-0.02805305327437181,0.07303959664544267,False
486,PC2,0.050895699252007945,-0.016075967635401967,-0.03830803978598266,0.006156104515178729,False
487,PC1,-0.10227007731780274,0.058081863388440805,0.01206403911209674,0.10409968766478486,True
487,PC2,-0.059762964326248454,0.0023056901055830484,-0.03736800685772608,0.04197938706889218,False
488,PC1,-0.16155920901556484,0.05226062207419237,-0.08749701616556237,0.1920182603139471,False
488,PC2,-0.09912091958029051,-0.002542274221595399,-0.0689640839062334,0.06387953546304262,False
489,PC1,0.05824215245449514,-0.017854540757568444,-0.053224099583528584,0.0175150180683917,False
489,PC2,0.0980980450576771,-0.04431022909773487,-0.08012093727729169,-0.008499520918178051,True
490,PC1,0.19237220717437098,-0.013136656532423699,-0.0464476652081207,0.020174352143273303,False
490,PC2,-0.013302264059491652,-0.0033321923326655577,-0.053428712771591044,0.046764328106259925,False
491,PC1,0.10626427055987091,-0.03159376632962214,-0.061247299694798585,-0.0019402329644456866,True
491,PC2,0.07804573629972089,0.0004635234404882331,-0.02456378617867659,0.025490833059653058,False
573,PC1,-0.27795260101839353,-0.005263630769028194,-0.11446847828941546,0.10394121675135908,False
573,PC2,-0.015078379207605103,-0.04839149725251769,-0.2250694483717392,0.12828645386670384,False
574,PC1,-0.3216499892524055,0.021559066330212012,-0.05069971275821035,0.09381784541863437,False
574,PC2,-0.1266930999262609,0.007684121998284072,-0.4013441409605008,0.4167123849570689,False
575,PC1,-1.007758264323061,0.21707528843333354,-0.0257896840279217,0.4599402608945888,False
575,PC2,0.09409303380391931,-0.11688811236165046,-0.1793098971949674,-0.054466327528333525,True
576,PC1,-0.8583347944703388,0.23978048213092631,-0.015481132970170314,0.49504209723202297,False
576,PC2,-0.08901708855908046,-0.00775393979231901,-0.04708869822807606,0.03158081864343804,False
577,PC1,-0.031025530717551757,0.021893693409352794,-0.12032410032577412,0.1641114871444797,False
577,PC2,-0.14965582417695153,0.0010741805756773054,-0.06296728832964288,0.06511564948099749,False
578,PC1,-0.06378857316086418,-0.024777961084924242,-0.18233847497777536,0.13278255280792686,False
578,PC2,-0.26385478316509603,0.009447874161270506,-0.06900855948297827,0.08790430780551928,False
579,PC1,0.23508545212480253,-0.008589394477043197,-0.015659667243785185,-0.0015191217103012085,True
579,PC2,-0.17876712190994853,0.009500347319591297,-0.03747053633899084,0.056471230978173435,False
580,PC1,0.23934116042317596,-0.001672971051001601,-0.016176414993159548,0.012830472891156346,False
580,PC2,-0.129918764080233,0.004538710788047198,-0.04169560616708406,0.050773027743178455,False
581,PC1,0.08166835073764259,-0.017643503224996672,-0.0546624484441381,0.019375441994144753,False
581,PC2,-0.007416007258613702,-0.007885895046361916,-0.05409744293091691,0.03832565283819307,False
582,PC1,0.11470010088492412,-0.014635435224520505,-0.047771339864238385,0.01850046941519737,False
582,PC2,0.19881865197511472,-0.06317673230613488,-0.12225412074414102,-0.004099343868128748,True
583,PC1,0.16727378845076424,-0.020163529436948435,-0.13705157132208634,0.09672451244818946,False
583,PC2,0.1290028083355053,-0.029229251933069536,-0.06726822377257488,0.008809719906435809,False
662,PC1,-0.02764443519983803,-0.10284945486169945,-0.23710002668124464,0.03140111695784574,False
662,PC2,-0.02504975026473552,-0.03188816002160874,-0.05790933572184439,-0.0058669843213730935,True
663,PC1,-0.486408689084921,0.060007291545371474,-0.09884301848421691,0.21885760157495987,False
663,PC2,-0.031034556577965902,-0.02972249673721586,-0.17528369433768373,0.11583870086325201,False
664,PC1,-0.725559314573205,0.20542722998432583,-0.09347303726145884,0.5043274972301105,False
664,PC2,-0.28166074291194576,0.05671897193043169,-0.26609888884386057,0.37953683270472394,False
665,PC1,-0.5834700069358085,0.1095854703234008,-0.39456712112599623,0.6137380617727979,False
665,PC2,-0.25994823119868515,0.04486729585883166,-0.2695768476100699,0.3593114393277332,False
666,PC1,-0.5333678045400351,0.09860534082896501,-0.4194021259132139,0.6166128075711439,False
666,PC2,-0.2603591528620165,0.00045145633533129337,-0.15397354584712175,0.15487645851778437,False
667,PC1,-0.07025435096488927,0.0037174152161964027,-0.12196750916178531,0.1294023395941781,False
667,PC2,-0.3637495894357485,0.07442420259910718,-0.02634392878085881,0.17519233397907316,False
668,PC1,0.12786972050391487,-0.03019950833795234,-0.08278264694525748,0.022383630269352806,False
668,PC2,-0.060863844116592014,-0.042057696593644674,-0.07094555714834458,-0.013169836038944772,True
669,PC1,0.1802234589851174,-0.03848061420458995,-0.048125924448385385,-0.02883530396079452,True
669,PC2,-0.05597108521342953,-0.04796068581587173,-0.22693359677941152,0.13101222514766805,False
670,PC1,0.16018164147989433,-0.02582471504509548,-0.1374074060019472,0.08575797591175624,False
670,PC2,-0.21272574671885303,0.025299737822107704,-0.07544527623039556,0.12604475187461095,False
671,PC1,0.15478918057937147,0.020620213089137793,-0.06751918581445425,0.10875961199272983,False
671,PC2,-0.14079539346179634,0.009636360838136682,-0.037410451372850095,0.05668317304912346,False
672,PC1,0.15674820853500004,0.011036847336305292,-0.022900160480264428,0.04497385515287501,False
672,PC2,-0.028641975882534726,-0.030499763953723974,-0.13007282731096514,0.06907329940351721,False
673,PC1,0.24230380698624643,-0.0877121980194201,-0.12638192601217485,-0.049042470026665355,True
673,PC2,0.10210204800063649,-0.025332146252320532,-0.0541703294318846,0.0035060369272435395,False
751,PC1,-0.008667153115228712,-0.017223612152671087,-0.10681310887368237,0.0723658845683402,False
751,PC2,-0.14319066093014754,0.02664032859489404,-0.061035248271917864,0.11431590546170595,False
752,PC1,-0.821172522627926,0.16129720941686224,-0.005257786709728013,0.3278522055434525,False
752,PC2,0.1562910638070107,-0.12821445014235927,-0.24882270303399817,-0.00760619725072037,True
753,PC1,-1.0385674126256617,0.2229392640348083,0.029351194738339248,0.41652733333127734,True
753,PC2,0.20135157961464928,-0.15801897926382624,-0.2868739345909219,-0.029164023936730538,True
754,PC1,-0.684425424206121,0.09706874473155347,-0.5115998828131139,0.7057373722762208,False
