"id","clust_5","clust_3","clust_pred4_5"
4068,3,2,"4"
4069,3,2,"4"
4070,4,3,"4"
4071,4,3,"4"
4072,3,2,"4"
4073,3,2,"3"
4074,3,2,"3"
4075,3,2,"3"
4076,3,2,"3"
4077,3,2,"3"
4078,3,2,"3"
4080,3,2,"3"
4081,3,2,"3"
4082,3,2,"3"
4083,3,2,"3"
4084,3,2,"3"
4085,3,2,"4"
4086,3,2,"4"
4087,3,2,"4"
4088,3,2,"4"
4089,3,2,"3"
4117,2,1,"4"
4118,2,1,"4"
4119,2,1,"4"
4120,2,1,"4"
4121,2,1,"4"
4122,2,1,"4"
4123,2,1,"4"
4124,2,1,"4"
4125,2,1,"4"
4126,2,1,"4"
4127,2,1,"4"
4128,2,1,"4"
4129,2,1,"4"
4130,2,1,"4"
4131,2,1,"4"
4132,2,1,"4"
4133,2,1,"2"
4134,2,1,"2"
4135,2,1,"2"
4136,4,3,"2"
4137,4,3,"4"
4138,4,3,"4"
4139,4,3,"4"
4140,4,3,"4"
4141,2,1,"2"
4142,2,1,"4"
4143,2,1,"4"
4144,2,1,"4"
4145,2,1,"4"
4146,2,1,"4"
4147,2,1,"4"
4148,4,3,"4"
4149,4,3,"4"
4150,4,3,"4"
4151,4,3,"4"
4152,3,2,"4"
4153,3,2,"4"
4154,3,2,"4"
4155,4,3,"4"
4156,4,3,"4"
4157,3,2,"4"
4158,3,2,"4"
4159,4,3,"4"
4160,4,3,"4"
4161,3,2,"4"
4162,3,2,"3"
4163,3,2,"3"
4164,3,2,"3"
4165,3,2,"3"
4166,3,2,"3"
4167,3,2,"3"
4168,3,2,"3"
4169,3,2,"3"
4170,3,2,"3"
4171,3,2,"4"
4172,3,2,"3"
4173,3,2,"4"
4174,3,2,"4"
4175,3,2,"4"
4176,3,2,"3"
4177,3,2,"4"
4204,2,1,"4"
4205,2,1,"4"
4206,2,1,"4"
4207,2,1,"4"
4208,2,1,"4"
4209,2,1,"4"
4210,2,1,"4"
4211,2,1,"4"
4212,2,1,"4"
4213,2,1,"4"
4214,2,1,"4"
4215,2,1,"5"
4216,2,1,"5"
4217,2,1,"4"
4218,2,1,"4"
4219,2,1,"4"
4220,2,1,"2"
4221,2,1,"2"
4222,2,1,"2"
4223,2,1,"2"
4224,2,1,"2"
4225,4,3,"2"
4226,4,3,"4"
4227,4,3,"4"
4228,4,3,"4"
4229,2,1,"4"
4230,2,1,"4"
4231,2,1,"4"
4232,2,1,"4"
4233,2,1,"4"
4234,2,1,"4"
4235,2,1,"5"
4236,2,1,"5"
4237,4,3,"3"
4238,4,3,"5"
4239,4,3,"4"
4240,4,3,"4"
4241,3,2,"4"
4242,3,2,"4"
4243,4,3,"4"
4244,4,3,"4"
4245,3,2,"4"
4246,4,3,"4"
4247,4,3,"4"
4248,4,3,"4"
4249,4,3,"4"
4250,4,3,"4"
4251,3,2,"3"
4252,3,2,"3"
4253,3,2,"3"
4254,3,2,"3"
4255,3,2,"3"
4257,3,2,"3"
4258,3,2,"3"
4259,3,2,"3"
4260,3,2,"4"
4261,3,2,"4"
4262,3,2,"3"
4263,3,2,"3"
4265,3,2,"3"
4266,3,2,"4"
4287,2,1,"4"
4288,2,1,"4"
4289,2,1,"4"
4290,2,1,"2"
4291,2,1,"4"
4292,2,1,"4"
4293,4,3,"4"
4294,4,3,"5"
4295,4,3,"4"
4296,2,1,"2"
4297,2,1,"2"
4298,2,1,"2"
4299,2,1,"4"
4300,2,1,"4"
4301,2,1,"4"
4302,2,1,"4"
4303,2,1,"4"
4304,2,1,"2"
4305,2,1,"4"
4306,2,1,"4"
4307,2,1,"2"
4308,2,1,"2"
4309,2,1,"2"
4310,2,1,"2"
4311,2,1,"2"
4312,4,3,"2"
4313,4,3,"2"
4314,4,3,"2"
4315,2,1,"2"
4316,2,1,"2"
4317,2,1,"2"
4318,4,3,"2"
4319,4,3,"4"
4320,2,1,"2"
4321,2,1,"4"
4322,2,1,"4"
4323,2,1,"4"
4324,2,1,"5"
4325,2,1,"5"
4326,4,3,"5"
4327,4,3,"5"
4328,4,3,"4"
4329,4,3,"4"
4330,4,3,"4"
4331,4,3,"4"
4332,4,3,"4"
4333,4,3,"4"
4334,3,2,"4"
4335,3,2,"4"
4336,4,3,"3"
4337,4,3,"3"
4338,4,3,"3"
4339,4,3,"3"
4340,4,3,"3"
4341,3,2,"3"
4342,3,2,"3"
4343,3,2,"3"
4344,3,2,"3"
4345,3,2,"3"
4346,3,2,"3"
4347,3,2,"3"
4348,3,2,"3"
4349,3,2,"4"
4350,3,2,"4"
4351,3,2,"3"
4375,2,1,"4"
4376,2,1,"4"
4377,4,3,"4"
4378,4,3,"4"
4379,4,3,"4"
4380,4,3,"4"
4381,2,1,"4"
4382,4,3,"4"
4383,4,3,"4"
4384,4,3,"4"
4385,2,1,"2"
4386,2,1,"2"
4387,2,1,"2"
4388,2,1,"2"
4389,2,1,"2"
4390,2,1,"4"
4391,2,1,"2"
4392,2,1,"2"
4393,2,1,"4"
4394,2,1,"5"
4395,2,1,"2"
4396,2,1,"2"
4397,2,1,"4"
4398,2,1,"2"
4399,2,1,"2"
4400,2,1,"2"
4401,4,3,"2"
4402,4,3,"2"
4403,4,3,"2"
4404,4,3,"2"
4405,4,3,"2"
4406,2,1,"2"
4407,4,3,"2"
4408,2,1,"2"
4409,2,1,"2"
4410,2,1,"4"
4411,2,1,"4"
4412,2,1,"5"
4413,2,1,"4"
4414,2,1,"3"
4415,4,3,"4"
4416,4,3,"4"
4417,4,3,"4"
4418,4,3,"4"
4419,4,3,"4"
4420,4,3,"4"
4421,4,3,"4"
4422,4,3,"4"
4423,4,3,"4"
4424,3,2,"4"
4425,3,2,"3"
4426,4,3,"3"
4427,3,2,"4"
4428,4,3,"4"
4429,4,3,"3"
4430,4,3,"4"
4431,3,2,"4"
4432,3,2,"4"
4433,3,2,"3"
4434,3,2,"3"
4435,3,2,"3"
4436,3,2,"3"
4437,3,2,"3"
4438,3,2,"3"
4439,3,2,"3"
4464,2,1,"4"
4465,4,3,"4"
4466,4,3,"4"
4467,4,3,"4"
4468,4,3,"5"
4469,4,3,"5"
4470,4,3,"4"
4471,4,3,"4"
4472,4,3,"4"
4473,2,1,"4"
4474,2,1,"4"
4475,2,1,"4"
4476,2,1,"2"
4477,2,1,"2"
4478,2,1,"4"
4479,2,1,"2"
4480,2,1,"2"
4481,2,1,"2"
4482,2,1,"2"
4483,2,1,"4"
4484,2,1,"2"
4485,2,1,"2"
4486,2,1,"2"
4487,2,1,"2"
4488,2,1,"2"
4489,2,1,"4"
4490,2,1,"4"
4491,4,3,"2"
4492,4,3,"2"
4493,4,3,"2"
4494,4,3,"2"
4495,2,1,"2"
4496,2,1,"4"
4497,2,1,"2"
4498,2,1,"4"
4499,2,1,"4"
4500,4,3,"4"
4501,4,3,"4"
4502,4,3,"4"
4503,2,1,"5"
4504,4,3,"5"
4505,4,3,"4"
4506,4,3,"4"
4507,4,3,"4"
4508,4,3,"4"
4509,4,3,"4"
4510,4,3,"4"
4511,4,3,"4"
4512,4,3,"4"
4513,4,3,"4"
4514,3,2,"4"
4515,3,2,"4"
4516,3,2,"4"
4517,4,3,"4"
4518,4,3,"3"
4519,4,3,"4"
4520,4,3,"4"
4521,3,2,"3"
4522,3,2,"3"
4523,3,2,"3"
4524,3,2,"3"
4525,3,2,"3"
4526,3,2,"3"
4527,3,2,"3"
4528,3,2,"3"
4553,2,1,"4"
4554,4,3,"4"
4555,4,3,"4"
4556,4,3,"4"
4557,4,3,"4"
4558,4,3,"4"
4559,4,3,"4"
4560,4,3,"4"
4561,4,3,"4"
4562,2,1,"4"
4563,2,1,"4"
4564,2,1,"2"
4565,2,1,"2"
4566,2,1,"2"
4567,2,1,"2"
4568,2,1,"2"
4569,2,1,"2"
4570,2,1,"2"
4571,2,1,"2"
4572,2,1,"2"
4573,2,1,"2"
4574,2,1,"2"
4575,2,1,"2"
4576,2,1,"4"
4577,2,1,"4"
4578,4,3,"4"
4579,4,3,"4"
4580,4,3,"2"
4581,4,3,"2"
4582,4,3,"2"
4583,4,3,"2"
4584,4,3,"2"
4585,4,3,"2"
4586,2,1,"2"
4587,4,3,"4"
4588,4,3,"4"
4589,4,3,"4"
4590,4,3,"4"
4591,4,3,"4"
4592,2,1,"4"
4593,2,1,"4"
4594,4,3,"4"
4595,4,3,"4"
4596,4,3,"4"
4597,4,3,"4"
4598,4,3,"4"
4599,4,3,"4"
4600,4,3,"4"
4601,4,3,"3"
4602,4,3,"4"
4603,4,3,"4"
4604,4,3,"4"
4605,4,3,"4"
4606,4,3,"4"
4607,4,3,"4"
4608,4,3,"4"
4609,4,3,"4"
4610,4,3,"4"
4611,3,2,"3"
4613,3,2,"3"
4615,3,2,"3"
4616,3,2,"3"
4617,3,2,"4"
4643,2,1,"4"
4644,4,3,"4"
4645,4,3,"4"
4646,4,3,"3"
4647,4,3,"3"
4648,4,3,"4"
4649,4,3,"4"
4650,4,3,"2"
4651,4,3,"4"
4652,2,1,"4"
4653,2,1,"4"
4654,2,1,"2"
4655,2,1,"2"
4656,2,1,"2"
4657,2,1,"2"
4658,2,1,"2"
4659,2,1,"2"
4660,2,1,"2"
4661,2,1,"2"
4662,2,1,"2"
4663,2,1,"2"
4664,2,1,"2"
4665,4,3,"2"
4666,4,3,"4"
4667,4,3,"4"
4668,4,3,"4"
4669,4,3,"4"
4670,2,1,"2"
4671,4,3,"4"
4672,4,3,"4"
4673,4,3,"2"
4674,4,3,"4"
4675,4,3,"4"
4676,4,3,"4"
4677,4,3,"4"
4678,4,3,"4"
4679,2,1,"4"
4680,2,1,"4"
4681,4,3,"4"
4682,4,3,"4"
4683,4,3,"4"
4684,4,3,"4"
4685,4,3,"4"
4686,4,3,"4"
4687,4,3,"4"
4688,4,3,"4"
4689,4,3,"4"
4690,4,3,"4"
4691,3,2,"4"
4692,3,2,"4"
4693,3,2,"4"
4694,4,3,"4"
4695,4,3,"4"
4696,4,3,"4"
4697,4,3,"4"
4698,4,3,"4"
4699,4,3,"4"
4700,3,2,"3"
4701,3,2,"3"
4732,2,1,"4"
4733,4,3,"4"
4734,4,3,"4"
4735,4,3,"4"
4736,4,3,"4"
4737,4,3,"4"
4738,4,3,"4"
4739,4,3,"4"
4740,4,3,"2"
4741,2,1,"4"
4742,2,1,"4"
4743,2,1,"4"
4744,2,1,"4"
4745,2,1,"4"
4746,2,1,"4"
4747,2,1,"2"
4748,2,1,"2"
4749,2,1,"2"
4750,2,1,"1"
4751,2,1,"1"
4752,2,1,"1"
4753,2,1,"2"
4754,2,1,"2"
4755,2,1,"4"
4756,4,3,"4"
4757,4,3,"4"
4758,2,1,"4"
4759,2,1,"4"
4760,2,1,"4"
4761,4,3,"4"
4762,4,3,"4"
4763,4,3,"3"
4764,4,3,"4"
4765,4,3,"3"
4766,4,3,"4"
4767,2,1,"4"
4768,2,1,"4"
4769,4,3,"2"
4770,4,3,"4"
4771,4,3,"4"
4772,4,3,"4"
4773,4,3,"4"
4774,4,3,"4"
4775,4,3,"4"
4776,4,3,"4"
4777,4,3,"4"
4778,4,3,"4"
4779,4,3,"4"
4780,4,3,"4"
4781,3,2,"4"
4782,3,2,"4"
4783,3,2,"3"
4784,4,3,"3"
4785,4,3,"4"
4786,4,3,"4"
4787,4,3,"4"
4788,4,3,"4"
4789,4,3,"4"
4790,3,2,"3"
4821,2,1,"4"
4822,4,3,"4"
4823,4,3,"4"
4824,4,3,"4"
4825,4,3,"4"
4826,4,3,"4"
4827,4,3,"4"
4828,4,3,"4"
4829,2,1,"4"
4830,2,1,"4"
4831,2,1,"4"
4832,2,1,"4"
4833,2,1,"2"
4834,2,1,"4"
4835,2,1,"2"
4836,2,1,"2"
4837,2,1,"2"
4838,2,1,"2"
4839,2,1,"2"
4840,2,1,"1"
4841,2,1,"1"
4842,2,1,"2"
4843,2,1,"2"
4844,2,1,"4"
4845,2,1,"4"
4846,2,1,"4"
4847,2,1,"4"
4848,2,1,"4"
4849,2,1,"4"
4850,2,1,"4"
4851,2,1,"4"
4852,2,1,"4"
4853,2,1,"4"
4854,4,3,"4"
4855,4,3,"4"
4856,4,3,"2"
4857,2,1,"4"
4858,4,3,"2"
4859,4,3,"4"
4860,4,3,"4"
4861,4,3,"4"
4862,4,3,"4"
4863,4,3,"4"
4864,4,3,"4"
4865,4,3,"2"
4866,4,3,"4"
4867,4,3,"4"
4868,4,3,"4"
4869,4,3,"4"
4870,3,2,"4"
4871,3,2,"4"
4872,3,2,"3"
4873,3,2,"3"
4874,3,2,"4"
4875,3,2,"4"
4876,3,2,"3"
4877,3,2,"3"
4878,3,2,"4"
4879,4,3,"4"
4880,3,2,"4"
4881,3,2,"3"
4910,4,3,"4"
4911,4,3,"4"
4912,4,3,"4"
4913,4,3,"4"
4914,4,3,"4"
4915,4,3,"4"
4916,4,3,"4"
4917,4,3,"4"
4918,4,3,"4"
4919,2,1,"4"
4920,2,1,"4"
4921,2,1,"4"
4922,2,1,"4"
4923,2,1,"2"
4924,2,1,"2"
4925,2,1,"2"
4926,2,1,"2"
4927,2,1,"2"
4928,2,1,"2"
4929,2,1,"2"
4930,2,1,"2"
4931,2,1,"2"
4932,2,1,"2"
4933,2,1,"4"
4934,2,1,"4"
4935,2,1,"4"
4936,2,1,"4"
4937,2,1,"4"
4938,2,1,"4"
4939,2,1,"4"
4940,2,1,"4"
4941,2,1,"4"
4942,2,1,"2"
4943,2,1,"4"
4944,2,1,"4"
4945,2,1,"4"
4946,4,3,"4"
4947,4,3,"2"
4948,4,3,"4"
4949,4,3,"4"
4950,4,3,"4"
4951,4,3,"4"
4952,4,3,"2"
4953,4,3,"4"
4954,4,3,"4"
4955,4,3,"4"
4956,4,3,"4"
4957,4,3,"4"
4958,4,3,"4"
4959,3,2,"4"
4960,3,2,"4"
4961,3,2,"4"
4962,3,2,"4"
4963,3,2,"3"
4964,3,2,"3"
4965,3,2,"3"
4966,3,2,"4"
4967,3,2,"4"
4968,3,2,"4"
4969,3,2,"3"
4970,3,2,"3"
4998,5,3,"4"
4999,5,3,"4"
5000,4,3,"4"
5001,2,1,"4"
5002,2,1,"4"
5003,2,1,"4"
5004,2,1,"4"
5005,2,1,"4"
5006,2,1,"4"
5007,4,3,"4"
5008,2,1,"4"
5009,2,1,"4"
5010,2,1,"2"
5011,2,1,"2"
5012,2,1,"2"
5013,2,1,"2"
5014,2,1,"2"
5015,2,1,"2"
5016,4,3,"2"
5017,2,1,"2"
5018,2,1,"2"
5019,2,1,"2"
5020,2,1,"2"
5021,2,1,"2"
5022,2,1,"4"
5023,2,1,"4"
5024,2,1,"4"
5025,2,1,"4"
5026,2,1,"4"
5027,2,1,"2"
5028,2,1,"4"
5029,2,1,"4"
5030,2,1,"4"
5031,2,1,"2"
5032,2,1,"2"
5033,2,1,"2"
5034,2,1,"2"
5035,4,3,"2"
5036,4,3,"4"
5037,4,3,"4"
5038,4,3,"4"
5039,4,3,"4"
5040,4,3,"4"
5041,4,3,"4"
5042,4,3,"4"
5043,4,3,"2"
5044,4,3,"4"
5045,4,3,"4"
5046,4,3,"4"
5047,4,3,"2"
5048,3,2,"4"
5049,3,2,"4"
5050,3,2,"3"
5051,3,2,"3"
5052,3,2,"3"
5053,3,2,"3"
5054,3,2,"3"
5055,3,2,"4"
5056,3,2,"3"
5057,3,2,"4"
5058,3,2,"3"
5059,3,2,"3"
5084,5,3,"4"
5085,5,3,"4"
5086,5,3,"4"
5087,5,3,"4"
5088,5,3,"4"
5089,5,3,"4"
5090,5,3,"4"
5091,2,1,"4"
5092,2,1,"2"
5093,2,1,"4"
5094,2,1,"2"
5095,4,3,"4"
5096,2,1,"4"
5097,2,1,"4"
5098,2,1,"2"
5099,2,1,"2"
5100,2,1,"2"
5101,2,1,"2"
5102,2,1,"2"
5103,2,1,"2"
5104,4,3,"2"
5105,4,3,"2"
5106,2,1,"2"
5107,2,1,"2"
5108,2,1,"2"
5109,4,3,"2"
5110,2,1,"2"
5111,2,1,"4"
5112,2,1,"4"
5113,2,1,"4"
5114,2,1,"4"
5115,2,1,"2"
5116,2,1,"2"
5117,2,1,"2"
5118,2,1,"2"
5119,2,1,"4"
5120,2,1,"2"
5121,2,1,"2"
5122,2,1,"2"
5123,4,3,"2"
5124,4,3,"5"
5125,4,3,"4"
5126,4,3,"4"
5127,4,3,"4"
5128,4,3,"4"
5129,4,3,"4"
5130,4,3,"4"
5131,4,3,"4"
5132,4,3,"4"
5133,4,3,"4"
5134,4,3,"4"
5135,4,3,"4"
5136,4,3,"4"
5137,3,2,"4"
5138,3,2,"4"
5139,3,2,"4"
5140,3,2,"4"
5141,3,2,"4"
5142,3,2,"4"
5143,3,2,"3"
5144,3,2,"4"
5145,3,2,"3"
5146,3,2,"3"
5174,5,3,"4"
5175,5,3,"4"
5176,5,3,"4"
5177,5,3,"4"
5178,5,3,"5"
5179,2,1,"5"
5180,2,1,"2"
5181,2,1,"2"
5182,2,1,"2"
5183,2,1,"4"
5184,4,3,"4"
5185,2,1,"4"
5186,2,1,"2"
5187,2,1,"2"
5188,2,1,"2"
5189,2,1,"2"
5190,2,1,"2"
5191,2,1,"2"
5192,2,1,"4"
5193,4,3,"4"
5194,4,3,"4"
5195,2,1,"4"
5196,4,3,"4"
5197,4,3,"4"
5198,4,3,"2"
5199,4,3,"2"
5200,2,1,"4"
5201,2,1,"5"
5202,2,1,"5"
5203,2,1,"5"
5204,2,1,"2"
5205,2,1,"2"
5206,2,1,"2"
5207,2,1,"2"
5208,2,1,"4"
5209,2,1,"2"
5210,2,1,"2"
5211,2,1,"2"
5212,4,3,"2"
5213,4,3,"2"
5214,4,3,"5"
5215,4,3,"4"
5216,4,3,"4"
5217,4,3,"4"
5218,4,3,"4"
5219,4,3,"4"
5220,4,3,"4"
5221,4,3,"4"
5222,4,3,"4"
5223,4,3,"4"
5224,4,3,"4"
5225,4,3,"4"
5226,4,3,"4"
5227,3,2,"4"
5228,3,2,"4"
5229,3,2,"4"
5230,3,2,"4"
5231,3,2,"4"
5232,3,2,"4"
5233,3,2,"4"
5234,3,2,"4"
5263,5,3,"4"
5264,5,3,"5"
5265,5,3,"4"
5266,5,3,"4"
5267,4,3,"5"
5268,2,1,"5"
5269,2,1,"2"
5270,2,1,"2"
5271,2,1,"2"
5272,2,1,"4"
5273,4,3,"4"
5274,2,1,"4"
5275,2,1,"2"
5276,2,1,"2"
5277,2,1,"2"
5278,2,1,"2"
5279,2,1,"2"
5280,2,1,"4"
5281,2,1,"4"
5282,4,3,"2"
5283,4,3,"4"
5284,4,3,"4"
5285,4,3,"4"
5286,4,3,"4"
5287,4,3,"4"
5288,4,3,"4"
5289,4,3,"4"
5290,4,3,"4"
5291,4,3,"4"
5292,4,3,"4"
5293,2,1,"2"
5294,2,1,"2"
5295,4,3,"2"
5296,2,1,"2"
5297,2,1,"2"
5298,2,1,"2"
5299,4,3,"2"
5300,4,3,"2"
5301,4,3,"2"
5302,4,3,"2"
5303,4,3,"2"
5304,4,3,"4"
5305,4,3,"4"
5306,4,3,"4"
5307,4,3,"4"
5308,4,3,"4"
5309,4,3,"4"
5310,4,3,"4"
5311,4,3,"4"
5312,4,3,"4"
5313,4,3,"4"
5314,4,3,"4"
5315,3,2,"4"
5316,3,2,"4"
5317,3,2,"4"
5318,3,2,"3"
5319,3,2,"4"
5320,3,2,"4"
5321,3,2,"4"
5322,3,2,"4"
5350,5,3,"4"
5351,5,3,"4"
5352,5,3,"4"
5353,5,3,"4"
5354,5,3,"4"
5355,4,3,"4"
5356,4,3,"4"
5357,2,1,"4"
5358,2,1,"4"
5359,2,1,"2"
5360,2,1,"2"
5361,4,3,"4"
5362,4,3,"4"
5363,2,1,"2"
5364,2,1,"2"
5365,2,1,"2"
5366,2,1,"2"
5367,2,1,"2"
5368,2,1,"2"
5369,2,1,"4"
5370,2,1,"4"
5371,4,3,"4"
5372,4,3,"2"
5373,4,3,"2"
5374,4,3,"4"
5375,4,3,"4"
5376,4,3,"4"
5377,4,3,"4"
5378,4,3,"4"
5379,4,3,"4"
5380,4,3,"4"
5381,4,3,"4"
5382,2,1,"4"
5383,2,1,"4"
5384,4,3,"4"
5385,4,3,"4"
5386,4,3,"2"
5387,4,3,"4"
5388,4,3,"2"
5389,4,3,"4"
5390,4,3,"4"
5391,4,3,"4"
5392,4,3,"4"
5393,4,3,"4"
5394,4,3,"4"
5395,4,3,"4"
5396,4,3,"4"
5397,4,3,"4"
5398,4,3,"4"
5399,4,3,"4"
5400,4,3,"4"
5401,4,3,"4"
5402,4,3,"4"
5403,3,2,"3"
5404,3,2,"3"
5405,3,2,"4"
5406,3,2,"4"
5407,3,2,"3"
5408,3,2,"4"
5409,3,2,"4"
5410,3,2,"3"
5436,5,3,"5"
5437,5,3,"5"
5438,5,3,"5"
5439,5,3,"4"
5440,5,3,"4"
5441,5,3,"4"
5442,5,3,"4"
5443,5,3,"4"
5444,4,3,"3"
5445,4,3,"4"
5446,4,3,"4"
5447,2,1,"2"
5448,2,1,"4"
5449,2,1,"4"
5450,2,1,"4"
5451,4,3,"4"
5452,2,1,"2"
5453,2,1,"2"
5454,2,1,"2"
5455,2,1,"4"
5456,2,1,"2"
5457,2,1,"2"
5458,2,1,"4"
5459,4,3,"4"
5460,4,3,"2"
5461,4,3,"4"
5463,4,3,"2"
5464,4,3,"4"
5465,4,3,"4"
5466,4,3,"4"
5467,4,3,"2"
5468,4,3,"4"
5469,4,3,"4"
5470,4,3,"4"
5471,2,1,"4"
5472,2,1,"4"
5473,4,3,"5"
5474,4,3,"4"
5475,4,3,"4"
5476,4,3,"4"
5477,4,3,"4"
5478,4,3,"4"
5479,4,3,"4"
5480,4,3,"5"
5481,4,3,"4"
5483,4,3,"4"
5484,4,3,"4"
5485,4,3,"5"
5486,4,3,"4"
5487,4,3,"5"
5488,4,3,"4"
5489,4,3,"2"
5490,4,3,"4"
5491,3,2,"2"
5492,4,3,"4"
5493,3,2,"4"
5494,3,2,"3"
5495,3,2,"3"
5496,3,2,"4"
5497,3,2,"4"
5498,3,2,"2"
5499,3,2,"5"
5525,5,3,"4"
5526,5,3,"5"
5527,5,3,"5"
5528,5,3,"4"
5529,5,3,"5"
5530,5,3,"5"
5531,5,3,"5"
5532,5,3,"5"
5533,5,3,"4"
5534,4,3,"4"
5535,4,3,"4"
5536,4,3,"4"
5537,4,3,"4"
5538,4,3,"4"
5539,4,3,"2"
5540,2,1,"2"
5541,2,1,"2"
5542,2,1,"4"
5543,2,1,"2"
5544,2,1,"2"
5545,2,1,"4"
5546,4,3,"4"
5547,4,3,"4"
5548,4,3,"2"
5549,4,3,"2"
5550,4,3,"4"
5552,4,3,"4"
5553,4,3,"4"
5554,4,3,"4"
5555,4,3,"4"
5556,4,3,"4"
5557,4,3,"4"
5558,4,3,"4"
5559,4,3,"4"
5560,4,3,"4"
5561,4,3,"4"
5562,4,3,"4"
5563,4,3,"4"
5565,4,3,"4"
5569,4,3,"4"
5572,4,3,"4"
5573,4,3,"4"
5574,4,3,"4"
5575,4,3,"5"
5576,4,3,"5"
5577,4,3,"4"
5578,4,3,"4"
5579,4,3,"4"
5580,4,3,"4"
5581,4,3,"4"
5582,4,3,"4"
5583,4,3,"4"
5584,4,3,"4"
5585,3,2,"4"
5586,3,2,"4"
5587,3,2,"4"
5612,5,3,"5"
5613,5,3,"4"
5614,5,3,"5"
5615,5,3,"5"
5616,5,3,"5"
5617,5,3,"4"
5618,5,3,"5"
5619,5,3,"2"
5620,5,3,"5"
5621,5,3,"4"
5622,5,3,"5"
5623,4,3,"4"
5624,4,3,"4"
5625,4,3,"5"
5626,4,3,"5"
5627,4,3,"4"
5628,4,3,"2"
5629,4,3,"2"
5630,2,1,"4"
5631,2,1,"4"
5632,2,1,"2"
5633,4,3,"2"
5634,4,3,"4"
5635,4,3,"4"
5636,4,3,"2"
5637,4,3,"2"
5638,4,3,"2"
5639,4,3,"2"
5643,4,3,"4"
5644,4,3,"2"
5645,4,3,"4"
5647,4,3,"4"
5648,4,3,"4"
5649,4,3,"4"
5663,4,3,"4"
5664,4,3,"4"
5665,4,3,"4"
5666,4,3,"4"
5667,4,3,"4"
5668,4,3,"4"
5669,4,3,"4"
5670,4,3,"4"
5671,4,3,"4"
5672,4,3,"4"
5673,4,3,"4"
5674,4,3,"4"
5675,4,3,"5"
5676,3,2,"4"
5700,5,3,"5"
5701,5,3,"4"
5702,5,3,"4"
5703,5,3,"5"
5704,5,3,"5"
5705,5,3,"5"
5706,5,3,"5"
5707,5,3,"5"
5708,5,3,"5"
5709,5,3,"5"
5710,5,3,"4"
5711,5,3,"4"
5712,4,3,"4"
5713,4,3,"4"
5714,4,3,"5"
5715,4,3,"5"
5716,4,3,"5"
5717,4,3,"4"
5718,4,3,"2"
5719,4,3,"4"
5720,4,3,"4"
5721,4,3,"4"
5722,2,1,"4"
5723,4,3,"2"
5724,4,3,"2"
5725,4,3,"1"
5727,4,3,"2"
5751,4,3,"4"
5752,4,3,"4"
5753,4,3,"4"
5754,4,3,"4"
5755,4,3,"4"
5756,4,3,"4"
5757,4,3,"4"
5758,4,3,"4"
5759,4,3,"4"
5760,4,3,"4"
5763,3,2,"4"
5764,3,2,"5"
5765,3,2,"5"
5789,5,3,"5"
5790,5,3,"5"
5791,5,3,"4"
5792,5,3,"5"
5793,5,3,"5"
5794,5,3,"5"
5795,5,3,"5"
5796,5,3,"5"
5797,5,3,"4"
5798,5,3,"4"
5799,5,3,"4"
5800,5,3,"4"
5801,5,3,"4"
5802,5,3,"4"
5803,4,3,"4"
5804,4,3,"4"
5805,4,3,"5"
5806,4,3,"4"
5807,4,3,"2"
5808,4,3,"2"
5809,4,3,"2"
5840,4,3,"4"
5841,4,3,"4"
5842,4,3,"4"
5843,4,3,"4"
5844,4,3,"4"
5845,4,3,"4"
5846,4,3,"4"
5847,4,3,"4"
5848,4,3,"4"
5878,5,3,"2"
5879,5,3,"5"
5880,5,3,"5"
5881,5,3,"5"
5882,5,3,"5"
5883,5,3,"5"
5884,5,3,"5"
5885,5,3,"5"
5886,5,3,"5"
5887,5,3,"5"
5888,5,3,"5"
5889,5,3,"5"
5890,5,3,"4"
5891,5,3,"4"
5892,4,3,"4"
5893,4,3,"5"
5894,4,3,"4"
5895,4,3,"5"
5896,4,3,"5"
5897,4,3,"2"
5916,4,3,"4"
5917,4,3,"4"
5918,4,3,"4"
5919,4,3,"4"
5920,4,3,"4"
5921,4,3,"4"
5925,4,3,"4"
5926,4,3,"4"
5927,4,3,"4"
5928,4,3,"4"
5929,4,3,"4"
5930,4,3,"4"
5931,4,3,"4"
5932,4,3,"4"
5933,4,3,"4"
5934,4,3,"4"
5935,4,3,"4"
5936,4,3,"4"
5937,4,3,"4"
5967,5,3,"2"
5968,5,3,"5"
5969,5,3,"5"
5970,5,3,"5"
5971,5,3,"5"
5972,5,3,"4"
5973,5,3,"5"
5974,5,3,"5"
5975,5,3,"5"
5976,5,3,"5"
5977,5,3,"5"
5978,5,3,"5"
5979,5,3,"5"
5980,5,3,"5"
5981,4,3,"5"
5982,4,3,"4"
5983,4,3,"4"
5984,4,3,"5"
5985,4,3,"5"
5986,4,3,"4"
5987,4,3,"4"
6005,4,3,"4"
6006,4,3,"4"
6007,4,3,"4"
6008,4,3,"5"
6009,4,3,"4"
6010,4,3,"5"
6011,4,3,"5"
6012,4,3,"5"
6013,4,3,"4"
6014,4,3,"4"
6015,4,3,"4"
6016,4,3,"4"
6017,4,3,"4"
6018,4,3,"4"
6019,4,3,"4"
6020,4,3,"4"
6021,4,3,"4"
6022,4,3,"4"
6023,4,3,"4"
6024,4,3,"4"
6025,4,3,"4"
6057,5,3,"5"
6058,5,3,"5"
6059,5,3,"5"
6060,5,3,"5"
6061,5,3,"5"
