"id","PC1","PC2","PC3","PC4","PC5"
307,-0.224267385274202,-0.0552958056957881,0.0947313638997136,-0.0123656893813813,-0.0043474624155473
308,-0.240509260030661,-0.0502599622275402,0.0309080000699421,0.03499999151354,0.0350706792318429
309,-0.244310243550342,-0.0100694073795599,0.0429430884249319,0.00415243734471055,0.031171538927361
395,-0.326214083132344,-0.0673865824766063,0.0490162937118263,-0.00513375418340722,0.00529677473062801
396,-0.270439377497123,-0.0678563897244024,0.0420593375207978,0.0154250470317216,0.0160034172812821
397,-0.257863852411868,-0.0386896822291757,0.0389136485736441,0.00468490112434904,0.0206199638213442
398,-0.1682480663783,0.0893698878890741,-0.000531030184035051,0.00815172007891457,0.0574103946667987
399,-0.250835589274818,0.0487008950932159,0.0501113625282656,0.0121761411860041,0.0173838188096917
484,-0.45171391206053,0.0192506522047279,-0.0721593320375756,0.0811928804356147,0.0891636459466234
485,-0.352315936225816,-0.0168606481733439,-0.0225150542377614,0.0287589146088879,0.0532394854173881
486,-0.268797218144869,-0.0308623580483688,0.00834888678339606,0.0142445351597314,-0.00496200678379236
487,-0.294731590507639,-0.00724248975367278,-0.00178345902080386,0.0580708241253358,-0.0348244002128264
488,-0.329827961291984,-0.0224824597482928,0.0298864626655944,0.0524183680944424,-0.0458524261877542
489,-0.290551646994828,0.0239209461598452,0.0177190279046404,0.0584369264817084,-0.0238933739888306
490,-0.271275506239566,0.0757224346693936,0.0134215346064922,0.0352062667636249,-0.0178622099122036
491,-0.250715084144476,0.0990323063197156,0.0209573138482763,0.0508744314021882,-0.00339150049621111
573,-0.484955928431507,0.0116197592565995,-0.0649541850106083,0.0578696942076918,0.0689168470699189
574,-0.472619179104082,0.0109151818410361,-0.0810294848040031,0.0520427569437461,0.0631939705370913
575,-0.338925300845989,-0.0282154583407518,0.0158719532812853,0.0331437121489865,-0.0579161207090845
576,-0.329110939124565,-0.0276088369367666,0.00877596540740227,0.0330082754838951,-0.0581976201274527
577,-0.335741150553063,-0.0277016951165278,0.0211853367623454,0.0370240864581793,-0.0565511440243089
578,-0.33474021135317,-0.0289435806048538,0.0143003107464188,0.0315622003349391,-0.0598936155733768
579,-0.332813983805157,-0.0283594119078369,0.0137704767496709,0.033582670551274,-0.0584302560728067
580,-0.275812358282003,0.0222920881073164,-0.00256455960156177,0.0548522803733297,-0.0288155768189375
581,-0.279852893490948,0.042014208110479,0.0253824414813226,0.0627903002509168,-0.0181915981123208
582,-0.209423409980382,0.237899204053154,0.0602930246926476,0.0328453167001014,0.0363153994998192
583,-0.112400996251138,0.215349495378924,0.0802353553579103,-0.0505204084431393,0.0114381952337096
662,-0.481991771300184,0.0191215792758547,-0.0629330949528059,0.0580000168972545,0.071729446894274
663,-0.467704878405648,0.00670858825733531,-0.0739518515319157,0.0455865479786825,0.0474742567378566
664,-0.334010994375204,-0.0279492396352112,0.00726990929498636,0.029742451649231,-0.0594605515474071
665,-0.336202585253789,-0.0292165359276034,0.0144986589416596,0.0296153016830218,-0.0611752347255164
666,-0.338072664332461,-0.0290017756968021,0.0221275631775519,0.0355197288106366,-0.0580015994702145
667,-0.313149305785491,-0.00494145469220725,0.0143234696066264,0.0444729163827368,-0.0430346327384343
668,-0.22496738360691,0.102630251803349,-0.0215662241908309,0.0442994254155144,-0.000143076686772773
669,-0.225272430722332,0.139254743707553,-0.00205214562303423,0.0318493081285797,0.00518634869932082
670,-0.243264651649585,0.117436193421259,0.00784478362416679,0.0295837620913832,-0.00838282179660221
671,-0.187142834035595,0.0135866699499655,-0.0214447457696367,0.065781582350168,-0.00339403156114406
672,-0.109490718910404,0.00225438539231999,0.0915724734519965,0.0227013795754191,-0.0220816892153457
673,-0.0872317549583273,0.0997421545259478,0.144491374997736,0.0120788720602772,0.00569694902192728
751,-0.482631435486399,0.018787285989823,-0.0632784191419637,0.0568334106929869,0.0709236411548734
752,-0.418071674865082,-0.00203324148353308,-0.0550833095906474,0.0410735685461957,0.00423140196079863
753,-0.338914193536283,-0.0279875454046144,0.0129013003538454,0.031169174455051,-0.0579153120781213
754,-0.34470046808987,-0.0276148765506685,0.0158272330961529,0.0333368761187926,-0.051633110654415
755,-0.331767837507972,-0.0167146960520036,0.0104506249740978,0.0399287303866512,-0.0423740798075115
756,-0.318010722490728,0.0448108397665429,0.00654381181276912,0.0334556940257242,-0.0077600868215287
757,-0.17648753227953,0.298921625778621,-0.022414842146342,-0.00977668974328558,0.0653417099002031
758,-0.222701434445867,0.222515354727868,-0.00660245510786329,-0.00761346900168308,0.0304389340483131
759,-0.173941342326902,0.0830280646148308,0.0505718275279635,-0.0431899251947834,0.0109932171039309
760,-0.167428992403238,-0.0822075427960972,0.0771438546299353,0.000683768342784472,-0.0374282781916166
761,-0.141949109683535,-0.0677466522075532,0.0880944495303403,-0.000199045999679076,-0.0509327936106739
762,-0.137360916309956,-0.0319850540068654,0.111631385164098,0.00581878577367418,-0.0461526263676589
763,-0.0470009346800062,0.166515313198654,0.154879564047708,0.0168680614981526,0.0334195494119627
841,-0.409414526841161,-0.00854290238316558,-0.0467017508479146,0.038717368304707,0.0316763151755437
842,-0.395286341846995,-0.0188765887089025,-0.0238500488502817,0.0290615333226153,0.0107826011828952
