"id","PC1","PC2","PC3","PC4","PC5"
307,0.0795415742691538,0.248676702072175,-0.050701192478885,0.0114733901264563,0.0462108597847111
308,0.0823048237495671,0.224391224678807,-0.0453720611566853,0.00206750308209914,0.0518128847584973
309,0.113455709715202,0.217126145361717,-0.0496036610348938,0.0130940303408824,0.0373845262461448
395,0.0851524945402511,0.256030829942306,-0.0447448649027956,0.0249180085046515,0.0394395901090362
396,0.0756494878000578,0.246695979489979,-0.0481578150140636,0.0149080117120986,0.0337587919500383
397,0.0872769963292832,0.227741206328584,-0.0499981961136919,0.010654291764613,0.0345270422928505
398,0.1141753877165,0.202067420599573,-0.0640592770874105,0.0228359292354839,0.0275579661161852
399,0.117618826857251,0.227893270669307,-0.0397411848299185,0.0162375328442924,0.0286752058196011
484,0.0676106429704019,0.262786561589379,-0.0307467215406899,0.0101729467044746,0.0358003869480821
485,0.0891447837483751,0.212110423472214,-0.0464805293444661,0.0495762088511298,0.0262230338916561
486,0.0901582662828725,0.194230935457101,-0.0726718945815809,0.0526126474328469,0.0169034445665643
487,0.091299779204256,0.180466461588758,-0.0740630842012494,0.0602323848269368,0.0226364779849929
488,0.12005986159258,0.239283791964002,-0.0550805423814678,0.0116160653894817,0.0211378737504851
489,0.121277196927164,0.219160811949974,-0.077567003684045,0.000855814250361702,0.0250022041087305
490,0.119982765747573,0.182855395920085,-0.086095939677116,0.00430032548366969,0.0258882713584984
491,0.103609035178887,0.166551838497156,-0.0837174819621666,-0.0126855874430025,0.0372413941877751
573,0.0847647918117564,0.242711884382587,-0.0709827883741109,0.0235931762293085,0.0460214623066064
574,0.097509811915059,0.220788787749939,-0.0752320101817449,0.0273578783349113,0.042318805509254
575,0.0775226808141516,0.190916508296524,-0.0906241457687573,0.0404674453019519,0.0287752494366413
576,0.0810552772375369,0.188797160618136,-0.0437121929825159,0.07016573758113,0.0136380126396563
577,0.0982562723091124,0.238476595790346,-0.0439838417787198,0.0162137023557015,0.0176837901842535
578,0.111237150114087,0.225356579679033,-0.0614964589185128,0.00810494833567483,0.0280867576733728
579,0.111102505000435,0.210701123730407,-0.0698179486948854,0.00317279794165876,0.010568907630642
580,0.11629174543849,0.188168917950509,-0.0652415604461188,-0.00980122100084586,0.0193657433362841
