"id","PC1","PC2","PC3","PC4","PC5","PC6"
307,-0.151719758402421,0.0717418686373345,0.0595047227094203,-0.0543618460797072,-0.0396001265321495,-0.0428549282795451
308,-0.168777064083662,0.108275535813009,0.0392591589106296,-0.0417202818444503,0.00255718082847589,0.00263836836433131
309,-0.156136393607259,0.124838147381909,0.0192112402396429,-0.0627760089696296,-0.0046101390442558,-0.00978310745448817
395,-0.228989342323901,0.124965364564072,0.0228962238822372,-0.0763497636944577,-0.0358789209497173,-0.0342834977302024
396,-0.189145354774487,0.107783447157371,0.0376782383713717,-0.0611303949733175,-0.0144324936633413,-0.0203755070810331
397,-0.176688577753541,0.112186878814352,0.0285587918923189,-0.065607086679769,-0.00810944805373699,-0.0179577099547459
398,-0.11537419672354,0.124893079129168,0.00401040240179795,-0.0309726801315196,0.0416621752799087,0.0242211051347239
399,-0.162400467708152,0.143118115524597,0.0129115096473564,-0.0364890938821935,0.00906510570983097,-0.0230452446818507
484,-0.349920452175113,0.235836858933793,-0.0201511612081344,-0.0462212480672994,0.0678362128767379,0.0534733189652538
485,-0.248806370589615,0.169122414258327,-0.0391024534581107,-0.0653279627130255,0.00679192616294692,0.023146518750177
486,-0.17913901227774,0.10911773960473,-0.0366551205130398,-0.060285481874022,-0.00149814283497423,-0.0290316929628121
487,-0.19585483806758,0.123336740044929,-0.0697684992669597,-0.0237961344430976,0.0234269131819317,-0.0479210920409299
488,-0.213105890329611,0.158358473022739,-0.012992595059531,-0.0461879464617577,0.022700217970347,-0.0818528843605353
489,-0.189379602984243,0.145946844292421,-0.0191071943909995,-0.0379638054940219,0.056895476099579,-0.0583130172124459
490,-0.178836995321465,0.136233828087623,-0.0415752901605026,-0.0397171230825373,0.0629464033932715,-0.0503829707671567
491,-0.172152953901893,0.121867904788936,-0.0317978541798195,-0.0164032969250816,0.0790501388298977,-0.0321470209705904
573,-0.366756720709315,0.219162277008607,-0.0608077551685466,-0.0759455491331301,0.0588600718482658,0.0341129866357841
574,-0.354268266163085,0.219272304143487,-0.0778750044002887,-0.0818500312869667,0.0577788343532747,0.0312215255396814
575,-0.238093042460371,0.105099764268202,-0.0621570894706502,-0.0494923511973277,0.0137973294665318,-0.0759852436465517
576,-0.22370781855707,0.132783523320022,-0.0664646762331758,-0.0307312847185335,-0.0158950938888558,-0.0721406761302155
577,-0.23160727322372,0.150248754528819,-0.0114118162368645,-0.0433536264794424,0.00745748656032783,-0.0878394799362171
578,-0.229321395576711,0.145172141779427,-0.0209722499620372,-0.0555111871954419,0.0139983141656635,-0.0918422090034465
579,-0.221109784213285,0.142472496554782,-0.0294719528473164,-0.0669934461566451,0.0261447730376481,-0.0928458752898119
580,-0.183109872363222,0.144984394285485,-0.0243653817784747,-0.0372561730114653,0.0573929863978555,-0.0595505707557122
581,-0.193468472963522,0.129893178828425,-0.0089481131018616,-0.0206631438109078,0.0643667796073588,-0.0491811635231346
582,-0.145094804298021,0.0481744993040422,-0.0916071402317473,-0.0144503701856092,0.140917486871939,0.0118277025250436
583,-0.0888032318280845,-0.02066513097866,-0.0691478574417678,-0.027303519293057,0.0708086632966616,-0.00642277136711576
662,-0.371626109399527,0.224997972684794,-0.0325415959642222,-0.0756708559534431,0.0696848568729817,0.0306796342342607
663,-0.359923487547293,0.206611791998112,-0.067570117828698,-0.0717606906071092,0.0465189619981829,0.0188955443453482
664,-0.24681910383348,0.0987891241751079,-0.0560989699814974,-0.0393924897636362,0.00841653409836389,-0.0729785704025881
665,-0.247670240154513,0.118626166684658,-0.0296256914218977,-0.0351853232314883,0.00105797573773762,-0.0808669724854359
666,-0.247006033737926,0.12742405107415,-0.00712393957358506,-0.0406041277742246,0.0139637024960849,-0.0857937919454834
667,-0.220065063792912,0.122812898133443,-0.0300843178960851,-0.0392394753495308,0.0336188638494689,-0.0684579310038244
668,-0.168791746686212,0.134772616112993,-0.0185761362520915,-0.0111192136089006,0.0818219391494805,-0.0262178138142877
669,-0.164920957743446,0.147988453176715,-0.00768566983340198,-0.0117497925697229,0.0821583463297705,-0.0290524961262456
670,-0.161049675106232,0.15699640326603,-0.0246077710739352,-0.0250251896245372,0.066542358316575,-0.0444485821349986
671,-0.103905215855926,0.103231591000299,-0.0524084227852922,-0.0452615536959271,0.0815488459632472,-0.0261064693879659
672,-0.0309613592379819,0.0215179010012727,-0.0161838299784708,-0.0447491326329842,0.029565446303593,-0.049091912344828
673,-0.0298581463744159,-0.0583149599767142,-0.0461660597198768,-0.0272516053773553,0.0674683816804257,-0.0138373789058873
751,-0.368453211866632,0.209395069038219,-0.0631285198143098,-0.075772015737359,0.0649776157894335,0.0370850227396433
752,-0.332135969445694,0.170920476428025,-0.0501734023687875,-0.0434353738755567,0.0284165526532284,-0.0150659255597655
753,-0.260497236104842,0.098130062631143,-0.0323743141077347,-0.0327641702653312,0.00995971804327775,-0.0735478080777664
754,-0.253419277290313,0.12051782184008,-0.0337867562517468,-0.0337563747135735,0.00110518233641273,-0.0707410267215464
755,-0.2528135773816,0.128925882410347,-0.000263793790191794,-0.02929254251549,0.019948893602316,-0.0676399211392576
756,-0.23869996610943,0.131416249377298,-0.0257445007413618,-0.031272042347544,0.0415860005175962,-0.0343353891256122
757,-0.162464371326084,0.139638873867951,-0.0170502502519369,0.00893432567283807,0.118316687439059,0.0322728295626508
758,-0.168649491762214,0.190302564569162,-0.00651995445704199,-0.00184732841419222,0.0609116978690106,-0.00939026433879462
759,-0.109897300911105,0.116302846206117,0.0276269582616713,-0.0598301912658941,0.00469215537580758,-0.0359652455510877
760,-0.0662573826494313,0.0719922967019441,0.00753953131518831,-0.0775048917206426,-0.0278051213578278,-0.0739228770344025
761,-0.0495606690274508,0.0516587170575147,0.0191389584247683,-0.0790558175863286,-0.00685476723713091,-0.0903757283984593
762,-0.045184631081031,0.0170649312226571,0.000321777690820044,-0.0799250499761441,0.025173914349032,-0.0848568712013124
763,0.0131951256722676,-0.0136468084158124,-0.0339768648712779,0.00677814592216882,0.059902905411485,0.00955870553268531
841,-0.31988578584688,0.165275620002342,-0.0510959711017922,-0.0497893124818241,0.021531024794784,0.0112353117610711
842,-0.298821434924916,0.148426799097698,-0.0591038422153404,-0.0528316207782431,0.00518239406127375,-0.00849133474993997
843,-0.284964380995763,0.144026102583381,-0.0714992699143686,-0.0592694033194439,0.0378200398449178,0.0181361251149137
844,-0.286524614207391,0.159734189049061,-0.0347152506154215,-0.053712204620977,0.0468292580340344,0.0161117552056149
845,-0.218012187450221,0.191761980010709,0.0140017233142853,0.00793051828170367,0.109658417104778,0.0815801937520862
846,-0.201537652344848,0.171199522417299,-0.0231777009014235,-0.0121963192895726,0.131892423696656,0.086231538044316
847,-0.176040397258577,0.277116527914086,-0.00117565069938164,0.0138881565005224,0.0578410213662421,0.0738605544684502
848,-0.0625037262342427,0.113354447869986,0.0469573084495361,-0.0466379439911489,-0.0313814706014994,-0.0357050716502902
849,-0.021730105527083,0.107379244953188,0.00967802047336648,-0.0576728671053007,-0.0554679328023596,-0.0483122011971246
850,-0.0115811167003097,0.0957587519365786,0.00422129187950131,-0.0582323121548028,-0.0283691518647746,-0.0560651049961746
851,-0.0700820002573053,0.0665139038146422,-0.000452426628929466,-0.0734229124533135,-0.0542405155258174,-0.108940211438258
852,0.117460603332692,-0.0610870523642292,-0.00661947287071257,0.021235269570387,0.0103333054053738,-0.0430711783118377
929,-0.34121683195319,0.161587265053833,-0.0300289036278571,-0.051952986633024,0.0506633919544964,0.0238853378281703
930,-0.315036646424652,0.122696543353677,-0.059891955225593,-0.0692690830908715,0.036499317803296,0.00405423340397259
931,-0.300111173195405,0.136860628499127,-0.0761014560063047,-0.0596434979710879,0.0223929573067593,0.0115691199437543
932,-0.302605950221276,0.148791860649527,-0.0467517936903576,-0.0508879457055305,0.0264269179630874,0.0119013388978452
933,-0.252362411452642,0.168939177454377,-0.0363579226302455,-0.0240619416639985,0.0644228772500846,0.0493525266865131
934,-0.255954492079235,0.179152448759631,-0.0548971203985646,-0.0443922512556556,0.0440683019708185,0.0303739287308368
935,-0.200442191478166,0.201491716700353,-0.0244263388848359,-0.00430234039278708,0.0963442525111633,0.0787860404528744
936,-0.220093719899381,0.215206898369124,-0.0726434758717632,-0.0482510256867279,0.0392356052042239,0.0336260297227996
937,-0.0902966940686089,0.106362953298648,0.0323317641734807,-0.0708691621431945,-0.0637454764202268,-0.0663658870228665
938,-0.02347508322187,0.132552575154009,0.0314357065819346,-0.0448751960162159,-0.0727448312605392,-0.0511674781376356
939,-0.0222542903297193,0.118511241900422,0.0236969836893452,-0.0554022149013287,-0.0574429610533775,-0.0510764623090367
940,-0.0690801763543439,0.0746579895545587,0.0170334890673359,-0.0641362468790371,-0.0561460782319246,-0.0898868923610812
941,0.111938780642472,-0.0480767962555411,-0.00456954475475644,0.0401985917681458,-0.00445902002376727,-0.051459819863969
1020,-0.290182718157145,0.145982536525224,-0.0220809900336073,-0.0357864776081339,0.0579853834482484,0.0305077132827085
1021,-0.261677178254344,0.156688738942606,-0.0340659126751972,-0.0221201178906386,0.066328379138507,0.0500876521287531
1022,-0.270602336354604,0.159656665682407,-0.0113101851435731,-0.0225354098963543,0.0707890143138813,0.0446932614640275
1023,-0.270370550530119,0.160381350405326,-0.0524588175489018,-0.0516970055663495,0.0511298300176504,0.025535027867651
1024,-0.242237230558072,0.192192829402832,-0.0664291332996919,-0.050219746282724,0.0413000820099707,0.0291776236891792
1025,-0.216106655847575,0.226739472457618,-0.0545220163381032,-0.039862497020015,0.0428924505121475,0.0370958257823549
1026,-0.0887566046780174,0.115902588873332,0.0358894353604081,-0.0667002632891951,-0.0680090151373137,-0.0651876231696134
1027,-0.030841717254603,0.139268197546499,0.0526205619232521,-0.0218180757590302,-0.0332439771613032,-0.0169866765870278
1028,-0.0379063982198642,0.113851671942412,0.0368606303877285,-0.048602295634038,-0.0633920803198068,-0.0544333582437779
1029,-0.0082106630942248,0.101296360822756,0.00402804448529821,-0.01301103211125,-0.037775677112728,-0.044024342889075
1030,0.129699344353325,0.00298397253838693,0.013962076052881,0.0742594014077732,-0.0125278084872762,-0.00351846639035279
1109,-0.29316851071388,0.147520892679081,-0.0137785968131693,-0.0367746673784754,0.0599029546066499,0.0280398390548353
