"id","PC1","PC2","PC3","PC4"
307,-0.229623544064407,-0.0508238428809479,0.0789030718268313,0.0102053205102119
308,-0.209772325433613,-0.0486051275003956,0.0291081688513763,-0.0430487697097803
309,-0.214040074106753,-0.00578647711492098,0.0424985849458436,-0.01089344776389
395,-0.302709452650067,-0.0635011983572462,0.0344122940879159,0.00429715606963546
396,-0.247948089566618,-0.0655875383851885,0.0324695365978071,-0.0192885212458718
397,-0.231367009397859,-0.0354248407770129,0.0334516526398406,-0.00898868455394173
398,-0.116956139700621,0.095206686824209,0.0155629966761465,-0.0184088244745468
399,-0.226693867934697,0.0572779490786712,0.0409759336335928,-0.0166646814385609
484,-0.340389288408968,0.023496150304949,-0.0607657802337916,-0.0939295349126514
485,-0.281853937757818,-0.0137944591284667,-0.0177628138106349,-0.0361271975554109
486,-0.245069946545456,-0.0268054875057065,-0.00894935509915888,-0.0118202314448341
487,-0.282422288983231,-7.91417391400968e-05,-0.0397688148901357,-0.0502965601545477
488,-0.328367664937647,-0.0140166512412324,-0.0156553749912392,-0.0437247021508585
489,-0.277706973132945,0.032931809554645,-0.0165620244383369,-0.0540104791268797
490,-0.252039891634378,0.0866618636495465,-0.014143784490926,-0.0310177264926395
491,-0.229293576788002,0.110642666726829,-0.00192541522718689,-0.0507773108325244
573,-0.380124194487959,0.0169865794609046,-0.0613814870074849,-0.065773351815403
574,-0.366823294249705,0.0156642020790995,-0.077714816258432,-0.0577616535013385
575,-0.336775976133708,-0.0200084225593806,-0.031994561259364,-0.020422585465319
576,-0.326114368354932,-0.0197825742448687,-0.0383300171950707,-0.0199053195270312
577,-0.335172583742485,-0.0193761047092749,-0.0267689150147706,-0.0250543449780888
578,-0.333480719746935,-0.0208392099785959,-0.0339439760496173,-0.0183310339845566
579,-0.331054961402604,-0.0203226465856646,-0.0339786374254926,-0.0207079396801206
580,-0.260890879782012,0.0304315291000211,-0.0366935023761922,-0.0482657173415787
581,-0.267262763745355,0.0518779585554237,-0.00702468634373303,-0.0601905388354621
582,-0.176951897994241,0.255940309397943,0.0564230637029692,-0.0425970719814555
583,-0.103020946526376,0.231300075289807,0.0805999674925399,0.0467576093206267
662,-0.376387083772739,0.0247989830017512,-0.0581456280701586,-0.0666119228872677
663,-0.371905156305345,0.011978170849124,-0.0769988689480695,-0.0483361829276182
664,-0.330350098068833,-0.020071175521233,-0.0400908988377942,-0.0161342042148534
665,-0.335302069632313,-0.0210542819474755,-0.0341304377170969,-0.0160519686517536
666,-0.338149517515626,-0.0206232705312746,-0.0264254642315538,-0.0232359068377712
667,-0.306167692803421,0.00347814418470433,-0.027287598784738,-0.0352952715410697
668,-0.191694622321567,0.112336180680307,-0.038406939083608,-0.04240776327337
669,-0.192321069028116,0.151331741331836,-0.0161819892247337,-0.0316564252305465
670,-0.21859187143371,0.129529277560199,-0.0133516640278223,-0.0269899999612966
671,-0.165865446627747,0.0179160759751823,-0.0401685166935057,-0.0644937425159859
672,-0.136417586534703,0.00866382126515191,0.0678121702462673,-0.0232968807501178
673,-0.113289445564267,0.111660099558915,0.131974858372775,-0.0210373231051046
751,-0.377159201797661,0.0244714260708097,-0.0586992317934469,-0.0652142920488029
752,-0.354828094056653,0.00422021173571197,-0.0757803824119178,-0.036423236608387
753,-0.335708106884283,-0.0198833330336575,-0.0345158433127548,-0.0182058546638703
754,-0.338771636147167,-0.0195296780289149,-0.0294886198744204,-0.0218436981322925
755,-0.321296510647318,-0.00878814093728732,-0.0307696332037898,-0.0303469337461666
756,-0.287616775011935,0.0542528412970023,-0.0177224212796645,-0.0304827679706232
757,-0.102734797559841,0.315393416152388,-0.00130235494613497,0.00021378580753651
758,-0.16904257867249,0.237639859012168,-0.00405311536924516,0.00446148667417146
759,-0.155593191307223,0.0918713621520012,0.0497133431076004,0.0413179984913605
760,-0.192837775546961,-0.0794061031008949,0.0483969356461153,0.00386216446922134
761,-0.179433454973901,-0.0636980090012413,0.0537838207980614,0.00668133138662026
762,-0.178848277939761,-0.0253982602499599,0.0771699571902689,-0.00186620901815293
763,-0.0645525243450621,0.180593666793338,0.154978883509594,-0.0324966568661978
841,-0.336266293163613,-0.00372354280154007,-0.0545892235646726,-0.0401333275326012
842,-0.340387347540503,-0.0133366659028233,-0.0404027306553324,-0.027343011216033
843,-0.308018024269528,0.0216969755603107,-0.0362829779289834,-0.0385377764401712
844,-0.299107208168431,0.035956456212477,-0.0313788306006532,-0.0411896072693589
845,-0.130245675894386,0.239264478327101,-0.0195252335024057,-0.0463957484039733
846,-0.128341972491595,0.287513854547469,0.00839031545734364,-0.0369930056621559
847,-0.125850103482484,0.299778743695264,0.00327075541627113,-0.0193897587297421
848,-0.151815755278025,-0.0381873448706967,0.0591010671971405,-0.0110899301643778
849,-0.150035404537422,-0.0675053326517858,0.0639932345074819,-0.00606258027319353
850,-0.136176051361135,-0.0667722123980688,0.0432701997630342,-0.0164864789725881
851,-0.226938987836114,-0.0795982690595248,0.0556685946061941,0.0257609575595116
852,-0.00506613615888471,0.128268163432629,0.177820290932314,-0.0058793837858155
929,-0.345508063981307,0.0327839854285473,-0.0285170539557319,-0.0493789474045398
930,-0.338562809251861,-0.00724267281569696,-0.0375646631624285,-0.030376241230128
931,-0.31943514107229,-0.00680433429108832,-0.0538866649017036,-0.0298121230979213
932,-0.307011352376212,0.000961247198874822,-0.0576519249677885,-0.0312570265047186
933,-0.218224764739655,0.155034764605964,-0.0215153616494467,-0.0262885959013583
934,-0.269087809678234,0.0365829515164486,-0.046228427863162,-0.0559611862901574
935,-0.134516177290348,0.264921162721353,-0.00894258947546216,-0.0287247265915429
936,-0.247690035059951,0.09153294221736,-0.0314422404423896,-0.0443000866985474
937,-0.208624264815413,-0.100793438616205,0.0478889131950482,0.0109039342054488
938,-0.165805392115992,-0.131322956587759,0.0510445128428927,-0.0368962468389669
939,-0.14191495784044,0.00222881330551117,0.0890271632419857,0.0230860826286477
940,-0.206677599111139,-0.105137058775264,0.0445988424904663,0.00890110207726074
941,-0.0135852428036977,0.0993128053678085,0.152809034804037,-0.0180304902809445
1020,-0.273093253704745,0.0542172092648436,-0.0367116229758973,-0.0457458012856879
1021,-0.238256295736203,0.0825032662016671,-0.0351906917647946,-0.0602453569715065
1022,-0.238435272119883,0.0872192774556182,-0.035115277439599,-0.055036148432282
1023,-0.275801387619345,0.0766916316994905,-0.0274080735504994,-0.0315860312992027
1024,-0.268603666440047,-0.0168162154565119,-0.0718984853165712,-0.0771205660306374
1025,-0.245075606065729,0.0273525716878076,-0.0557528146291405,-0.0817041290717859
1026,-0.2051271808916,-0.0822340059907404,0.0532688775929107,0.0164778342163651
1027,-0.100312599328269,0.0178404469408005,0.0608395115430613,-0.0107146595294582
1028,-0.147678403220738,-0.0247653611854994,0.0736761122158661,0.0204461012563152
1029,-0.146517815045222,-0.0457011143861822,0.0694976006495333,-0.0505988407638546
1030,0.035298295548541,-0.00153621097645216,0.0891507389838332,-0.0928194073404828
1109,-0.290899492521248,-0.0178018655181231,-0.0515192811781089,-0.0802481452886446
1110,-0.246357205061193,0.0469049791772106,-0.0438030305740742,-0.0762897380805022
1111,-0.237957737000637,0.0741772533325042,-0.0335419974243588,-0.0720001950052104
1112,-0.116207805118192,0.173624616828194,-0.0297123550510316,-0.119883219529156
1113,-0.108520524773497,0.160222674865596,-0.0243572908409992,-0.151584562187911
1114,-0.106395458177215,0.245559980639362,-0.0104934962538127,-0.082018915272801
1115,-0.101180120538901,0.348566545908174,0.0352387144526472,-0.0388036424960745
1116,-0.033840810825667,0.270031734459817,0.126198746738632,0.0458544472248253
1117,-0.0681848281032758,0.121654377308833,0.153257512493235,-0.0318638340860554
1118,-0.0607319136100631,0.0649730138009066,0.117734072389825,-0.0946204031384733
1198,-0.32873079068159,0.0148899708722275,-0.0118302672481948,-0.0367902225435865
1199,-0.305467824097378,-0.000229056570211946,-0.0285893667676759,-0.076516862278637
1200,-0.314110087879561,0.066816507413543,-0.00393812374045525,-0.0290899111033431
1201,-0.216573491756357,0.0723605298873375,-0.0178693449628432,-0.0822768612690063
1202,-0.16633883568494,0.131748722919755,-0.028866314784794,-0.0976831277514155
1203,-0.157452587426706,0.109024244974067,-0.0530737757260126,-0.105135670062891
1204,-0.0904347961898118,0.182024659130353,0.0182013596636396,-0.0745524174515543
1205,-0.0564273751740925,0.116992743965855,0.124812630067674,0.0231097891532908
1211,0.052963490303186,0.0904783694927565,-0.0922088106115308,0.0686268827016653
1212,0.0290670649242258,0.0668234571268692,-0.0871082990704188,0.0650819961454718
1213,-0.0476077470828433,0.0302151595069778,-0.0479688403387101,0.0632135542776107
1214,-0.106166449432115,-0.0671140043018894,-0.083993063628829,0.0813720849238954
1290,-0.258105183388549,0.0513049066323574,0.0407932904539785,-0.0361297228108373
1291,-0.201772773846073,-0.0156071062534925,-0.0236083841145625,-0.106774275674502
1292,-0.111456292393826,0.0190774785563153,-0.0887985641552287,-0.155499348126777
1293,-0.0173589622982083,0.040390619122936,-0.014495824632599,-0.135025846216778
1294,-0.102659867537757,-0.0131055756257407,0.136634072131701,-0.0336808356317526
1298,-0.107037189780812,0.0671626851126726,0.0545197065942598,0.0200728288963976
1299,-0.0248367457083851,0.0669616116927786,-0.0359431200519145,0.0571453847005912
1300,-0.00947190879489624,0.00796046683815284,-0.0819391780158179,0.0413984025234912
1301,-0.00271024403221939,0.0753165877485779,-0.0556501821586722,0.0678317488520242
1302,-0.111199676608082,-0.0156048687093204,-0.0261759844883078,0.0573431113609417
1320,-0.0127698487418289,0.102619982530142,-0.0890455959253507,-0.0295554200814032
1321,0.0189291462801369,0.0735047950861641,-0.126841014546057,-0.0453272656297519
1322,0.0234107664817538,0.106338101832214,-0.111758012401987,-0.0352308262632444
1323,-0.0174614010879079,0.0473637876890647,-0.197758675100052,-0.0775502074721135
1380,-0.250923941165026,0.0501198225227905,0.0277885044164621,-0.0246525835799428
1381,-0.077310905271844,0.138258681697547,-0.0226379936322881,-0.091951131385925
1382,-0.095854350104493,0.042073960426355,0.00186178258566118,-0.0622174855933243
1383,-0.0464571823915269,-0.030532836273617,0.129192424767827,-0.118891942490775
1386,-0.020992723707981,0.037954552257287,-0.00203993858190639,-0.00304848644860924
1387,-0.0296504629365076,0.0422692185016088,-0.0332745342123751,0.0238127085779917
1388,-0.0821943378016092,-0.00555978259947848,-0.0220709165247382,0.0205757555669131
1389,-0.0230637353399924,0.0686188983042153,-0.0481616810747015,0.0591987692870838
1390,-0.117290506285686,-0.0100992382515493,-0.0308263607771999,0.0695439295809438
1403,-0.0686508017939727,-0.0554323787784154,-0.123915865897683,0.0267297804429042
1404,0.0277898398309438,0.103298380107606,-0.0517631647052533,-0.0248274130283595
1406,-0.187061357519923,-0.0409466034001272,-0.094886539640639,0.0382110172057435
1407,-0.102350403222156,-0.0196542168346747,-0.107127369422179,-0.0253085571057466
1408,-0.0296963715886882,0.0553841623421371,-0.0937880928311146,-0.0529204140429454
1409,0.00379348060326385,0.0127683754286107,-0.131590332081583,-0.0854809201123754
1410,0.0155934994258927,0.106330745247154,-0.124689197390189,0.000394990175612758
1411,0.0691159423499197,0.171367099208039,-0.131711946976816,0.0805574988703009
1412,0.0851565719296989,-0.00881098512716741,-0.264656259963153,-0.00710347819762444
1469,-0.221592463437717,0.0235455984098553,0.0253864062692566,-0.0880375083825936
1470,-0.202539920435143,0.132311414035133,-0.00825257377152183,-0.0380146959146572
1471,-0.103927831550056,0.0080670324250701,0.0499427981186616,-0.0511098235508964
1472,-0.0414513629114065,-0.114704196172727,0.0700822870231728,-0.110594951185119
1473,-0.0280127501949983,-0.0322772786770896,0.0888669021749237,-0.136684029544777
1474,-0.0637650382075066,-0.000982354184430663,0.0783643285904776,-0.0353052334502515
1475,-0.0315754341209999,-0.0208283692115085,-0.0032364296574635,0.0234306111108428
1476,-0.0751019765253836,-0.00442997630033795,-0.0111377436189938,0.0168971020809902
1477,-0.0417275998751032,0.0237561892574357,-0.0498669253909866,0.0324319479449139
1478,-0.00403937155144977,0.0932588517182879,-0.057971650100733,0.0486051361155154
1479,-0.0501861887374953,0.011973534395768,-0.0727493779140395,0.0389226037977085
1480,-0.0953235989589377,-0.065631257554172,-0.14601404593088,0.11664706874254
1492,-0.0288885250182791,-0.0139156556040219,-0.0509126807592851,-0.00010897433929062
1493,0.031195755812412,-0.010189365706468,-0.0639378410022922,-0.0462670729946638
1494,-0.0399815592107231,-0.0747675246827717,-0.0781968525960522,-0.0497633789413284
1495,-0.0968429002305645,-0.0671433246692079,-0.0852331202278547,-0.0173391923281555
1496,-0.124584630789882,-0.0423227814351728,-0.0596318231527887,-0.015104035122411
1497,-0.012897248871426,0.0712796542211869,-0.116273553303882,0.0239232337639839
1498,0.0349490931596881,0.0513724018642524,-0.134879841504893,0.0194132546981844
1499,0.105609940728782,0.189226338331461,-0.129678106868799,0.102527335183741
1500,0.107005251562393,0.204189079538065,-0.111306782338818,0.106577173846497
1501,0.0798998966401257,0.0888468488939655,-0.127436808155821,0.065102167611316
1555,-0.234070571546875,0.115953655085164,0.00401748092502869,-0.0859973820688269
1556,-0.229315858067239,0.162605098781681,0.0300560843747551,-0.0791136939355503
1557,-0.275923691858003,0.0293851541747178,0.00176580041846117,-0.0814947644472216
1558,-0.212756667715016,0.0546777518693564,0.0254122981920845,-0.0682918597587413
1559,-0.168794878016542,0.0674192891898624,-0.0103407509853854,-0.0591960456533327
1560,-0.043718885930338,0.236631430026595,0.037376937846279,-0.0405346141922225
1561,-0.0412537975881187,-0.0701709991213169,0.0312361756938518,-0.0369118240200521
1562,-0.0495551257177068,-0.0372799305247431,0.0253539313762287,0.0248355188396149
1563,-0.0575087053462001,0.00133608416465328,3.60401867863588e-05,0.0317368373585172
1564,-0.0434792120842382,-0.0065942761588883,-0.0366433897659633,0.0236487294855387
1565,-0.0808103878497742,0.0168098497159351,-0.0106231948114233,0.0479872737860513
1566,-0.0379152200099187,-0.0178451044606908,-0.0734667508180755,0.0157751592297137
1567,-0.00367204736848827,0.0816368766828321,-0.0575860939230663,0.041118175070259
1568,0.00939480471958298,0.0676153824636974,-0.0942227913906661,0.0587725160090425
1582,-0.0142184435710125,-0.000110615032933085,-0.0393472743014742,-0.0011423984381516
1583,0.0290998484689966,-0.00987370469583396,-0.0691021779607307,-0.0219347760552507
1584,0.0782936121540761,0.0338653425220237,-0.0862597861580201,-0.00878697902315448
1585,0.0659416442506582,0.00995241664527802,-0.0783408797075563,-0.00895013112201534
1586,0.037607407816384,0.0363666133783717,-0.0532647907386513,0.00507168530552764
1587,0.032958803903605,-0.0104434245902713,-0.00575415419276598,-0.0151998373237275
1588,0.117466306102128,-0.00627881052934607,-0.109547694707555,0.00465057585038128
1589,0.120317544729219,0.103308045465192,-0.0828118919271109,0.0800976312563739
1590,0.144118226284715,0.0357025633123302,-0.182168881191974,0.0240052422980086
1642,-0.255551410609812,0.0752315871938994,-0.00927791438669857,-0.0864581382746481
1643,-0.221723551052929,0.113352186033102,-0.0220906255908759,-0.0662094302420576
1644,-0.13072688067061,0.225397127814005,-0.0503880051602103,-0.0161148747488079
1645,-0.158574508429837,0.0403148722013829,-0.0723102265641722,-0.150182877139474
1646,-0.172395315299327,0.0884904860536018,-0.0694775153039346,-0.0851949236935967
1647,-0.184456455836926,0.122753466353274,-0.0195024059894749,-0.0998281705665207
1648,-0.172944671086678,0.188562286078978,-0.0113794438537649,-0.0506129551314204
1649,-0.289507903345852,0.024133903591273,-0.0415419199939228,-0.0510714390722847
1650,-0.105326975295673,0.159615460797001,-0.065888713755014,-0.0311794454874986
1651,-0.0572439002214205,0.0270916735562908,-0.0500622544730699,0.0115034499277691
1652,0.00381423871605394,-0.00824606839160496,-0.085732971348857,0.0304050035599909
1653,0.0731581473397295,-0.0155487649690742,0.0463149761709882,0.132615828051769
1654,0.14694239037939,-0.0798214208700233,0.100786941589304,0.150959489117696
1655,0.142472595022843,-0.0500906910179518,0.0346535357629473,0.166062439268668
1656,-0.041820819131659,0.00162206136375218,-0.0772808821680155,0.0527325944088276
1657,-0.0638294178024167,-0.032846641143797,-0.102109027948321,0.0639049330924577
1670,-0.0761510772277563,-0.059070154443025,-0.137166941184246,0.122208447225945
1671,-0.0358180614736168,0.0336717191367099,-0.0351800855836605,0.0511618233772745
1672,0.0946081543823906,0.0697591568301378,-0.095805001214667,0.0216631160881745
1673,0.0732488450239131,0.0488127455285648,-0.0867869700105916,0.0315920704136772
1674,0.135305396509396,0.0231380540684623,-0.151148860090003,0.0349820921246907
1675,0.124096492378288,0.0393889885745129,-0.119610854440218,0.020686141924742
1676,0.155481477325244,0.0223334078598164,-0.0731900580965558,0.00795482068764432
1677,0.128248242623735,-0.00735548696575893,-0.0869705711666946,0.0208490074293619
1678,0.149475568912301,0.0446690860874041,-0.112192854308682,0.0222874973795321
1679,0.0740177201227518,0.250109648705556,-0.0391223953924447,-0.0102129272832788
1731,-0.247352677327616,0.0938702192899277,0.0302022599494172,-0.0253016557325253
1732,-0.163013739732597,0.212523283136874,0.0874900578848851,0.0151343153551988
1733,-0.0786255404520536,0.160858455827064,-0.00810431698817951,-0.0249170274953756
1734,-0.0369151000703339,0.169684200188413,-0.0691319863893864,-0.0839656902354449
1735,-0.0619845087507526,0.0694194069497868,-0.123286016618084,-0.148138470385471
1736,-0.082319641457673,0.13421432882085,-0.0824310838001961,-0.127874373404417
1737,-0.13735434989518,0.151097713270212,-0.0576309158834204,-0.0777919411966177
1738,-0.193118939565188,0.132773731686394,-0.0272313556492916,-0.0343905552310807
1739,-0.0586162374612798,0.145480972312213,-0.0711833625312141,0.0173891631371159
1740,-0.00746955784246108,0.0581161227853937,-0.0821923416342215,0.0257980970750662
1741,-0.0261309951227791,-0.00828413766783424,-0.0645730020672449,0.0289646979457144
1742,0.119078641472573,-0.0739050200252496,0.0905657850871248,0.135530853396717
1743,0.143238562792944,-0.103080864506606,0.0644118841805484,0.157373346801172
1744,0.178823103185968,-0.0583078088661707,-0.0051333467216516,0.178207323833894
1745,-0.0572984317564352,-0.0148566831862857,-0.132244249258492,0.0750340635410068
1760,-0.0690931752802835,-0.0570803452050898,-0.111246741668089,0.0740725358876833
1761,0.0694581318133474,0.114582353756855,-0.0812251360342858,0.0821451178884347
1762,0.0816582326118421,-0.0151340267319086,-0.0502222197945573,0.012108519348274
1763,0.0942499154399853,0.0595391938856062,-0.070747196497201,0.0176145887230773
1764,0.105904534914259,0.146026059734432,-0.0348766741701099,0.0217119381245921
1765,0.131248215371166,0.105251464645916,0.0207165920379754,0.0111650645273722
1766,0.110327437432384,0.0378261953090836,0.03997343846476,-0.0322168217918638
1767,0.0813342676900557,-0.0158193632169267,0.0104079239877635,-0.0784433535394906
1768,0.061566183622688,-0.0253244902366582,0.00976367502140974,-0.124244989200741
1820,-0.163913895524036,0.184641783853534,0.0987150355020156,0.000962952959628553
1821,-0.0424680529989493,0.261148407463442,0.0293583235931659,0.0351985420518353
1822,-0.0165941167460835,0.243664897274772,0.0123674003463527,0.00911993370332367
1823,-0.0695850182324784,0.15449706371708,0.00855560835785832,-0.0165356236361086
1824,-0.131583613493121,0.115815054101316,0.0274960768458384,-0.0352177417542117
1825,-0.198172001683298,0.0822406996301664,-0.00998091990874497,-0.0725445856157533
1826,-0.141262514089033,0.175158648082421,-0.0410862850906805,-0.07047284989287
1827,-0.186053033528646,0.00968732050460479,-0.0359830274646083,-0.031241163827796
1828,-0.0658482467729002,0.0608591189040813,-0.0505717575398116,0.000592993211607644
1829,-0.00452815644609289,0.053567652596106,-0.0447467959925977,0.0387881076067503
1830,-0.0601226591299049,0.0651651709599952,-0.0117758858574586,0.0559488074950282
1831,-0.0657094445214956,0.0496374572611402,0.0578473464233852,0.080943001758082
1832,0.094916040512374,-0.0543241531240377,0.109079869972845,0.133418518608735
1833,0.105833336198908,-0.0104639059397545,0.0815370257414322,0.154232617064908
1834,-0.0536811570130668,0.0148836250583466,-0.0961408794398581,0.0316397402266174
1835,-0.106164468526269,-0.0375846917004128,-0.126959625143549,0.0603838406219751
1849,0.0672345683639705,0.0320259597711112,-0.162062095401442,0.0761776490395059
1850,0.0524807283940499,0.107871889886887,-0.0521119604804433,0.0258513372473257
1851,0.105888375201367,0.0605440823018823,0.0233960608292624,-0.0139718453249039
1852,0.0870084736967,0.219856979715129,0.0472264989181527,0.0478239794906849
1853,0.0589061866450627,0.172144205527618,0.0482781012960312,-0.011271828856167
1854,0.0737621844322601,0.0450502606154582,0.0192712738699627,-0.067374613953978
1855,0.0985364649908669,-0.0162594110522999,0.020611934348189,-0.0873807239173956
1856,0.0961904797895451,-0.000833158136584194,0.05644362015344,-0.089597720597129
1857,0.037406753980666,-0.0335559023274388,0.082961313991879,-0.147105915251591
1858,0.0228584674844178,-0.0093086042069435,-0.0274905418939835,-0.16545873482502
1910,-0.229328532411917,0.0628971209044398,0.0475518301217236,-0.0437582039840853
