"id","PC1","PC2","PC3","PC4","PC5"
307,-0.0984921353690332,-0.295661000183567,0.111479240506209,0.112666598472549,-0.0609056171056972
308,-0.10864985891478,-0.263720427260695,0.0448867091671034,0.0901650774814182,0.0379695613047378
309,-0.0726056588687755,-0.32814400766764,0.0566056873037863,0.15257415962417,-0.0454317880843392
395,-0.225189311187235,-0.4320953390863,0.0688497832932283,0.0840479854468596,-0.0665093110335758
396,-0.197483990192788,-0.417563862793924,0.0428933416062137,0.0916941638901643,-0.0165468209381285
397,-0.14484618031019,-0.392452373232995,0.0127571531325313,0.119031759906424,0.0111353896127997
398,-0.0508758297573447,-0.472673709658099,-0.0969844684404507,0.236345798885865,0.041349144781945
399,-0.101254555663667,-0.292770608186565,0.0295867038002241,0.186830422241274,0.0344469190994154
484,-0.204244364664548,-0.393226497354291,0.03937337585954,0.178889690398501,-0.124124774540758
485,-0.156311164952172,-0.36163050360538,0.0273677396044585,0.128377454061374,-0.0833117881142606
486,-0.138440375016699,-0.393930993724294,-0.0240850720369384,0.133184537293465,-0.0270941407226824
487,-0.199379095714768,-0.406005796476863,-0.0413807668838194,0.205413312601656,-0.0826570017179334
488,-0.230105175601078,-0.371948575220246,0.00194301310469173,0.212940797881779,-0.0849832670762099
489,-0.191359910278568,-0.303297715171415,-0.00456556557788943,0.203305640494354,-0.0642722812183308
490,-0.151721020457348,-0.318262644773924,-0.0236710794606384,0.261169143821736,-0.0341856285852771
491,-0.129548025189998,-0.242117162391951,-0.016432463283668,0.233122127080433,-0.0224562055835588
573,-0.226014227797488,-0.373553703720681,0.0553410008342461,0.146612588240695,-0.139202468252857
574,-0.218360255449697,-0.397867785492776,0.0252869696653285,0.147121717155281,-0.14635959068279
575,-0.270457990860893,-0.379072594008522,0.00259721237261582,0.146288002606064,-0.127640839721819
576,-0.267039998662364,-0.377214364227335,-0.00444431554116277,0.148367643509717,-0.125294595423517
577,-0.274048189963112,-0.377270438659221,0.00837063354884558,0.152205496313497,-0.123764393685595
578,-0.271658850289988,-0.377528835224789,0.000184277978130446,0.146538504797036,-0.126779872239054
579,-0.269103360307498,-0.376741464306826,-0.00221316387751545,0.147152483500182,-0.125972852076578
580,-0.139294307457433,-0.107942769402591,0.00804938686193344,0.116043610959147,-0.0430013389012588
581,-0.136875960827375,-0.241286918421953,0.0312888721253499,0.178512432517705,-0.0947337312397162
582,-0.0712394969011189,-0.303592365905436,0.0323573350675539,0.270112415397157,-0.0867227975048357
583,-0.0360706944441803,-0.193733876203772,0.0163362818988131,0.215700989582993,-0.0637832664816054
662,-0.220238191882796,-0.373637767353346,0.0541031807999302,0.154881069135577,-0.134209107239494
663,-0.227004598975854,-0.393031588009737,0.0295147136145442,0.135223835671483,-0.151758708926917
664,-0.254660366406763,-0.360941317244562,-0.0041470220206329,0.147859229851406,-0.119413963291502
665,-0.272714395992312,-0.378399221960765,-0.000415237864516869,0.144887260462367,-0.12806500617627
666,-0.281236103827849,-0.377826519659095,0.00203509932620135,0.147405039847771,-0.116791921275435
667,-0.228636037281915,-0.329535094257616,-0.0304528849163125,0.190349746237606,-0.043448052814647
668,-0.146494806859373,-0.260604726398478,-0.044498348751315,0.248685092931783,0.0215474185294545
669,-0.137554255578787,-0.273829646798195,-0.0755721716003877,0.24586912836615,0.0212430062980851
670,-0.14646299099382,-0.297433142826212,-0.0143724586698672,0.226526177204674,-0.0530650777148256
671,-0.109566936145084,-0.24115984675861,-0.00654773983515629,0.195898970931267,-0.0656512964167247
672,-0.120536069249653,-0.306559971469137,0.0110554550061643,0.207427128843912,-0.0852045699683669
673,-0.0809278575127958,-0.325360473978186,0.0608605116716641,0.217899870564651,-0.0810018624664601
751,-0.195966807583074,-0.337871158849429,0.0588044697852216,0.166524620655663,-0.113908860253378
752,-0.228345068039098,-0.391660793448858,0.0195746005673645,0.136538322230225,-0.148796595504478
753,-0.270914164673539,-0.379397951182847,0.00132170223791392,0.144650418820271,-0.125909104585581
754,-0.253977076204248,-0.29875608441503,0.0149885417919546,0.125097000409115,-0.086068028516034
755,-0.222001655355368,-0.19571225782019,-0.00415263647665244,0.113671425761991,-0.0136441775902394
756,-0.170993978726426,-0.194848605617347,-0.0143820851402507,0.16312494089295,0.0250422961497762
757,-0.112531057833361,-0.221242889729838,-0.0418000497836717,0.252463889128368,0.0704524419504047
758,-0.113629763554722,-0.29667364564364,-0.0810235287079957,0.283428043733402,0.0605352975111268
759,-0.115932265114458,-0.349143553853765,0.0147504657007412,0.212790579878322,0.0154668565455597
760,-0.141804397429858,-0.407808523660837,0.0308949815596368,0.145383726998014,-0.0631672764163847
761,-0.133744483267836,-0.382157964042198,0.048086465748768,0.140016090907648,-0.120835426993604
762,-0.0810065546504044,-0.428817853307266,0.050928577501572,0.200892883949357,-0.141403921602752
763,0.00960303081014281,-0.356948245474017,0.0699271152022241,0.285646290116718,-0.0618607305857031
841,-0.243456123886673,-0.398254051973143,0.00520791217080191,0.140431939497936,-0.0999970886572145
842,-0.272516915934092,-0.396801814497345,-0.00754038489750297,0.137911171813052,-0.057780729520729
