"id","PC1","PC2","PC3","PC4","PC5","PC6"
307,-0.0350786636400535,-0.0325130334515012,0.0863209065433209,0.00611434587243274,-0.0576601911963917,-0.0632045676649981
308,-0.0577210120010164,0.0105111340321537,0.0829987377926084,-0.0220683578897625,-0.0472237168046142,0.029183385439754
309,0.00800574028581391,-0.00630241185503287,0.0441483291673626,0.00237423307948017,-0.0378916316469707,-0.0403950900186449
395,-0.125074450023553,-0.00301187956878176,0.0580232940796555,-0.0701549068564995,-0.113489685073436,-0.0719941587819158
396,-0.10934406006581,-0.00220588062319713,0.0604021056022952,-0.0737446185331138,-0.0899284334952954,-0.022617279261003
397,-0.0778453289278537,-0.00212605961089895,0.0731746919839077,-0.0552949402325011,-0.048545698483464,0.00733926034810325
398,-0.0136529698077147,0.00476490338727751,0.0840709896908099,-0.00918754088973262,0.0258525023010621,0.0585796218133225
399,-0.0293884036618889,0.0344987854317114,0.0782080035081783,0.0116040151356652,0.00933547050726212,0.0300466810943473
484,-0.123197702760468,0.00648844131359829,0.0589496506657356,0.0136956315019456,-0.0387371160118401,-0.112453266550625
485,-0.104267019606161,-0.0100264039476477,0.0818386221048344,-0.0105738918906935,-0.0423799433246697,-0.0786526748930482
486,-0.0804698773502955,-0.000324218772193093,0.0472554546150977,-0.0357499545253958,-0.0413456846120683,-0.0178415189205985
487,-0.119645054191046,0.0320477478906902,0.0142497906403665,0.00974414560716272,-0.0157485928603789,-0.0600182338041726
488,-0.120211373146125,0.0475480524451287,0.0193590784671896,-0.00996733614968253,0.0155342913244038,-0.0804757631944523
489,-0.0975320341666039,0.0613244300948456,0.0300073042478524,0.00592711746522322,0.0307512239718031,-0.0629973408921831
490,-0.0551796093358069,0.0623909182226982,0.0156844579062939,0.0343541190542552,0.0575420041653051,-0.0229825980354634
491,-0.0482783659449515,0.0553585741797925,0.0021427587581676,0.0487979999483465,0.0552720283870801,-0.00862385874366368
573,-0.134369373327728,0.0147754838548718,0.0476169090863546,-0.000858622086123971,-0.0602189216935885,-0.13231227219561
574,-0.133435107781756,0.00150744875743017,0.034945912290339,-0.0164379242245667,-0.0472284203451209,-0.135657302150187
575,-0.169991031180565,0.0130676618216136,-0.0215794128493444,-0.0279665302374499,-0.0418491547202577,-0.111115330037304
576,-0.169334984763224,0.0275979089131531,-0.0177808327746066,-0.0138721457670188,-0.0549405074828626,-0.106003268729744
577,-0.17509047716894,0.0369576339839143,0.0264677163463149,-0.0323352033119364,-0.0262665691820306,-0.121043561348891
578,-0.172286725572594,0.0499586965316817,0.0323437939343301,-0.0368404379043654,-0.0292441829469209,-0.126922418505285
579,-0.159528066483136,0.0550898514031557,0.0181369749719802,-0.0464954957120858,-0.0251730010808495,-0.127757361368112
580,-0.0818969408143829,0.0796230120157944,0.0366079742826504,0.021609486538097,0.0289624434032333,-0.0519485404695692
581,-0.0465591568730766,0.0428698669958075,0.000263411431298581,0.0402363186088671,-0.00179196311799255,-0.0832841799656326
582,0.0206703029589411,-0.0114447886058133,-0.0210096683938399,0.0757472873895063,0.0441346216080876,-0.0562502546452832
583,0.025517903029179,-0.0109376542622286,-0.0445221057316289,0.0929379655109928,0.0303279828720374,-0.0271736213660881
662,-0.122998581649277,0.00826664381317728,0.0322865900721405,-0.00473346183377678,-0.0495161133628806,-0.125975111856516
663,-0.13588012326043,-5.33675478775504e-05,0.00751725789663732,-0.011503889820657,-0.072124979607806,-0.134387866612854
664,-0.164700126480229,0.00613332246335127,-0.0305420567700133,-0.011495165003412,-0.0428232065272574,-0.0960029151697008
665,-0.17484146330784,0.0184302598674885,-0.0212154004003603,-0.01954310655686,-0.0522828831858259,-0.10892308792166
666,-0.180159486453365,0.0405447417214651,0.00801757661142968,-0.0270240968610228,-0.0441135354781781,-0.108205977477218
667,-0.139473503385802,0.0608089193568983,0.0120418752911841,-0.00251981060866771,0.00697676814425079,-0.0344050615675994
